Location,Year,Date,Event,Stage,Round,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed
Glasgow,2019,2019-11-09,NC,R8,1,2,KELEMEN Pavel,CZE,,14.0,2.0,10.141,
Glasgow,2019,2019-11-09,NC,R8,1,3,HOOGLAND Jeffrey,NED,,2.0,1.0,10.017,
Glasgow,2019,2019-11-09,NC,R8,1,3,PERALTA GASCON Juan,ESP,,13.0,2.0,13.921,
Glasgow,2019,2019-11-09,NC,R8,1,4,FUKAYA Tomohiro,JPN,,3.0,1.0,10.258,
Glasgow,2019,2019-11-09,NC,R8,1,4,YAKUSHEVSKIY Pavel,RUS,,12.0,2.0,10.329999999999998,
Glasgow,2019,2019-11-09,NC,R8,1,5,TJON EN FA Jair,SUR,,8.0,1.0,10.169,
Glasgow,2019,2019-11-09,NC,R8,1,5,BOTTICHER Stefan,GER,,9.0,2.0,10.183,
Glasgow,2019,2019-11-09,NC,R8,1,6,DMITRIEV Denis,RUS,,5.0,1.0,10.358,
Glasgow,2019,2019-11-09,NC,R8,1,6,RICHARDSON Matthew,AUS,,11.0,2.0,10.358,
Glasgow,2019,2019-11-09,NC,R8,1,7,LENDEL Vasilijus,LTU,,6.0,1.0,10.268,
Glasgow,2019,2019-11-09,NC,R8,1,7,BUCHLI Matthijs,BCC,,10.0,2.0,10.348,
Glasgow,2019,2019-11-09,NC,R8,1,8,KENNY Jason,GBR,,7.0,1.0,10.235,
Glasgow,2019,2019-11-09,NC,R8,1,8,SAHROM Muhammad Shah Firdaus,SDF,,16.0,2.0,10.247,
Glasgow,2019,2019-11-09,NC,QF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,10.497,
Glasgow,2019,2019-11-09,NC,QF,1,1,KENNY Jason,GBR,,7.0,2.0,10.583,
Glasgow,2019,2019-11-09,NC,QF,1,2,RUDYK Mateusz,POL,,4.0,1.0,10.072,
Glasgow,2019,2019-11-09,NC,QF,1,2,LENDEL Vasilijus,LTU,,6.0,2.0,10.095999999999998,
Glasgow,2019,2019-11-09,NC,QF,1,3,HOOGLAND Jeffrey,NED,,2.0,1.0,9.838,
Glasgow,2019,2019-11-09,NC,QF,1,3,DMITRIEV Denis,RUS,,5.0,2.0,12.488999999999999,
Glasgow,2019,2019-11-09,NC,QF,1,4,FUKAYA Tomohiro,JPN,,3.0,1.0,10.114,
Glasgow,2019,2019-11-09,NC,QF,1,4,TJON EN FA Jair,SUR,,8.0,2.0,10.42,
Glasgow,2019,2019-11-09,NC,SF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.995,
Glasgow,2019,2019-11-09,NC,SF,1,1,FUKAYA Tomohiro,JPN,,3.0,2.0,10.267999999999999,
Glasgow,2019,2019-11-09,NC,SF,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.856,
Glasgow,2019,2019-11-09,NC,SF,1,2,RUDYK Mateusz,POL,,4.0,2.0,10.061,
Glasgow,2019,2019-11-09,NC,F,1,G,LAVREYSEN Harrie,NED,,1.0,1.0,9.917,
Glasgow,2019,2019-11-09,NC,F,1,G,HOOGLAND Jeffrey,NED,,2.0,2.0,10.075,
Glasgow,2019,2019-11-09,NC,F,1,B,FUKAYA Tomohiro,JPN,,3.0,1.0,10.145,
Glasgow,2019,2019-11-09,NC,F,1,B,RUDYK Mateusz,POL,,4.0,2.0,10.148,
Minsk,2019,2019-11-03,NC,R16,1,1,BUCHLI Matthijs,BCC,,3.0,1.0,10.904,
Minsk,2019,2019-11-03,NC,R16,1,1,ZAITSAU Artsiom,MCC,,28.0,2.0,11.404,
Minsk,2019,2019-11-03,NC,R16,1,2,DMITRIEV Denis,RUS,,6.0,1.0,10.865,
Minsk,2019,2019-11-03,NC,R16,1,2,GUO Shuai,CHN,,27.0,2.0,10.963000000000001,
Minsk,2019,2019-11-03,NC,R16,1,3,CARLIN Jack,GBR,,7.0,1.0,10.301,
Minsk,2019,2019-11-03,NC,R16,1,3,RAMIREZ MORALES Santiago,COL,,26.0,2.0,10.44,
Minsk,2019,2019-11-03,NC,R16,1,4,KENNY Jason,GBR,,8.0,1.0,10.279,
Minsk,2019,2019-11-03,NC,R16,1,4,ROSTOV Pavel,MCT,,25.0,2.0,10.453,
Minsk,2019,2019-11-03,NC,R16,1,5,LENDEL Vasilijus,LTU,,9.0,1.0,10.181,
Minsk,2019,2019-11-03,NC,R16,1,5,DORNBACH Maximilian,ERD,,24.0,2.0,10.614999999999998,
Minsk,2019,2019-11-03,NC,R16,1,6,BOTTICHER Stefan,GER,,10.0,1.0,10.339,
Minsk,2019,2019-11-03,NC,R16,1,6,CHUGAY Andrey,KAZ,,23.0,2.0,10.419,
Minsk,2019,2019-11-03,NC,R16,1,7,YAKUSHEVSKIY Pavel,RUS,,11.0,1.0,10.477,
Minsk,2019,2019-11-03,NC,R16,1,7,LAW Tsz Chun,HKG,,22.0,2.0,11.120000000000001,
Minsk,2019,2019-11-03,NC,R16,1,8,LANDERNEAU Melvin,FRA,,12.0,1.0,10.327,
Minsk,2019,2019-11-03,NC,R16,1,8,ZHOU Yu,CHN,,21.0,2.0,10.397,
Minsk,2019,2019-11-03,NC,R16,1,9,PERALTA GASCON Juan,ESP,,13.0,1.0,10.136,
Minsk,2019,2019-11-03,NC,R16,1,9,MORENO SANCHEZ Jose,ESP,,20.0,2.0,11.043,
Minsk,2019,2019-11-03,NC,R16,1,10,KELEMEN Pavel,CZE,,14.0,1.0,10.343,
Minsk,2019,2019-11-03,NC,R16,1,10,SZALONTAY Sandor,HUN,,19.0,2.0,10.431,
Minsk,2019,2019-11-03,NC,R16,1,11,SAHROM Muhammad Shah Firdaus,SDF,,16.0,1.0,10.172,
Minsk,2019,2019-11-03,NC,R16,1,11,CECHMAN Martin,CZE,,17.0,2.0,10.213000000000001,
Minsk,2019,2019-11-03,NC,R16,1,12,OBARA Yuta,JPN,,15.0,1.0,10.211,
Minsk,2019,2019-11-03,NC,R16,1,12,QUINTERO CHAVARRO Kevin Santiago,COL,,18.0,2.0,10.269,
Minsk,2019,2019-11-03,NC,R8,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,10.157,
Minsk,2019,2019-11-03,NC,R8,1,1,OBARA Yuta,JPN,,15.0,2.0,10.336,
Minsk,2019,2019-11-03,NC,R8,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.889,
Minsk,2019,2019-11-03,NC,R8,1,2,SAHROM Muhammad Shah Firdaus,SDF,,16.0,2.0,9.896999999999998,
Minsk,2019,2019-11-03,NC,R8,1,3,VIGIER Sebastien,FRA,,4.0,1.0,10.017,
Minsk,2019,2019-11-03,NC,R8,1,3,KELEMEN Pavel,CZE,,14.0,2.0,10.065,
Minsk,2019,2019-11-03,NC,R8,1,4,RUDYK Mateusz,POL,,5.0,1.0,10.069,
Minsk,2019,2019-11-03,NC,R8,1,4,PERALTA GASCON Juan,ESP,,13.0,2.0,10.31,
Minsk,2019,2019-11-03,NC,R8,1,5,BUCHLI Matthijs,BCC,,3.0,1.0,10.248,
Minsk,2019,2019-11-03,NC,R8,1,5,LANDERNEAU Melvin,FRA,,12.0,2.0,10.251,
Minsk,2019,2019-11-03,NC,R8,1,6,DMITRIEV Denis,RUS,,6.0,1.0,10.246,
Minsk,2019,2019-11-03,NC,R8,1,6,YAKUSHEVSKIY Pavel,RUS,,11.0,2.0,10.435,
Minsk,2019,2019-11-03,NC,R8,1,7,CARLIN Jack,GBR,,7.0,1.0,10.172,
Minsk,2019,2019-11-03,NC,R8,1,7,BOTTICHER Stefan,GER,,10.0,2.0,10.200000000000001,
Minsk,2019,2019-11-03,NC,R8,1,8,KENNY Jason,GBR,,8.0,1.0,10.246,
Minsk,2019,2019-11-03,NC,R8,1,8,LENDEL Vasilijus,LTU,,9.0,2.0,10.286,
Minsk,2019,2019-11-03,NC,QF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,10.075,
Minsk,2019,2019-11-03,NC,QF,1,1,KENNY Jason,GBR,,8.0,2.0,10.222999999999999,
Minsk,2019,2019-11-03,NC,QF,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.726,
Minsk,2019,2019-11-03,NC,QF,1,2,CARLIN Jack,GBR,,7.0,2.0,9.778,
Minsk,2019,2019-11-03,NC,QF,1,3,VIGIER Sebastien,FRA,,4.0,1.0,10.053,
Minsk,2019,2019-11-03,NC,QF,1,3,DMITRIEV Denis,RUS,,6.0,2.0,10.065000000000001,
Minsk,2019,2019-11-03,NC,QF,1,4,BUCHLI Matthijs,BCC,,3.0,1.0,10.191,
Minsk,2019,2019-11-03,NC,QF,1,4,RUDYK Mateusz,POL,,5.0,2.0,10.256,
Minsk,2019,2019-11-03,NC,SF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,10.069,
Minsk,2019,2019-11-03,NC,SF,1,1,BUCHLI Matthijs,BCC,,3.0,2.0,10.162,
Minsk,2019,2019-11-03,NC,SF,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.79,
Minsk,2019,2019-11-03,NC,SF,1,2,VIGIER Sebastien,FRA,,4.0,2.0,9.886999999999999,
Minsk,2019,2019-11-03,NC,F,1,G,LAVREYSEN Harrie,NED,,1.0,2.0,9.882,
Minsk,2019,2019-11-03,NC,F,1,G,HOOGLAND Jeffrey,NED,,2.0,1.0,9.874,
Minsk,2019,2019-11-03,NC,F,1,B,BUCHLI Matthijs,BCC,,3.0,1.0,10.239,
Minsk,2019,2019-11-03,NC,F,1,B,VIGIER Sebastien,FRA,,4.0,2.0,10.263,
Pruszkow,2019,2019-03-02,WCH,R16,1,1,GLAETZER Matthew,AUS,,4.0,1.0,10.3,
Pruszkow,2019,2019-03-02,WCH,R16,1,1,QUINTERO CHAVARRO Kevin Santiago,COL,,28.0,2.0,10.391,
Pruszkow,2019,2019-03-02,WCH,R16,1,2,DMITRIEV Denis,RUS,,5.0,1.0,10.035,
Pruszkow,2019,2019-03-02,WCH,R16,1,2,LENDEL Vasilijus,LTU,,27.0,2.0,10.174,
Pruszkow,2019,2019-03-02,WCH,R16,1,3,HART Nathan,AUS,,6.0,1.0,10.108,
Pruszkow,2019,2019-03-02,WCH,R16,1,3,PERALTA GASCON Juan,ESP,,26.0,2.0,10.345,
Pruszkow,2019,2019-03-02,WCH,R16,1,4,PAUL Nicholas,TTO,,7.0,1.0,10.374,
Pruszkow,2019,2019-03-02,WCH,R16,1,4,WAKIMOTO Yuta,JPN,,25.0,2.0,10.472000000000001,
Pruszkow,2019,2019-03-02,WCH,R16,1,5,BOTTICHER Stefan,GER,,10.0,1.0,10.159,
Pruszkow,2019,2019-03-02,WCH,R16,1,5,XU Chao,CHN,,24.0,2.0,10.197000000000001,
Pruszkow,2019,2019-03-02,WCH,R16,1,6,TRUMAN Joseph,GBR,,11.0,1.0,10.144,
Pruszkow,2019,2019-03-02,WCH,R16,1,6,YAKUSHEVSKIY Pavel,RUS,,23.0,2.0,10.278,
Pruszkow,2019,2019-03-02,WCH,R16,1,7,CARLIN Jack,GBR,,12.0,1.0,10.173,
Pruszkow,2019,2019-03-02,WCH,R16,1,7,DORNBACH Maximilian,GER,,22.0,2.0,10.231,
Pruszkow,2019,2019-03-02,WCH,R16,1,8,FUKAYA Tomohiro,JPN,,16.0,1.0,10.335,
Pruszkow,2019,2019-03-02,WCH,R16,1,8,TJON EN FA Jair,SUR,,17.0,2.0,10.369000000000002,
Pruszkow,2019,2019-03-02,WCH,R16,1,9,MITCHELL Ethan,NZL,,8.0,1.0,10.151,
Pruszkow,2019,2019-03-02,WCH,R16,1,9,PHILLIP Njisane,TTO,,18.0,2.0,REL,
Pruszkow,2019,2019-03-02,WCH,R16,1,10,BARRETTE Hugo,CAN,,15.0,1.0,10.362,
Pruszkow,2019,2019-03-02,WCH,R16,1,10,CALEYRON Quentin,FRA,,19.0,2.0,10.481,
Pruszkow,2019,2019-03-02,WCH,R16,1,11,WEBSTER Sam,NZL,,14.0,1.0,10.266,
Pruszkow,2019,2019-03-02,WCH,R16,1,11,BUCHLI Matthijs,NED,,20.0,2.0,10.319,
Pruszkow,2019,2019-03-02,WCH,R16,1,12,KELEMEN Pavel,CZE,,13.0,1.0,10.55,
Pruszkow,2019,2019-03-02,WCH,R16,1,12,SZALONTAY Sandor,HUN,,21.0,2.0,10.587000000000002,
Pruszkow,2019,2019-03-02,WCH,R8,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,10.072,
Pruszkow,2019,2019-03-02,WCH,R8,1,1,KELEMEN Pavel,CZE,,13.0,2.0,10.145,
Pruszkow,2019,2019-03-02,WCH,R8,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.023,
Pruszkow,2019,2019-03-02,WCH,R8,1,2,WEBSTER Sam,NZL,,14.0,2.0,11.468,
Pruszkow,2019,2019-03-02,WCH,R8,1,3,RUDYK Mateusz,POL,,3.0,1.0,10.26,
Pruszkow,2019,2019-03-02,WCH,R8,1,3,BARRETTE Hugo,CAN,,15.0,2.0,10.359,
Pruszkow,2019,2019-03-02,WCH,R8,1,4,MITCHELL Ethan,NZL,,8.0,1.0,10.286,
Pruszkow,2019,2019-03-02,WCH,R8,1,4,VIGIER Sebastien,FRA,,9.0,2.0,10.293,
Pruszkow,2019,2019-03-02,WCH,R8,1,5,GLAETZER Matthew,AUS,,4.0,1.0,10.25,
Pruszkow,2019,2019-03-02,WCH,R8,1,5,FUKAYA Tomohiro,JPN,,16.0,2.0,10.34,
Pruszkow,2019,2019-03-02,WCH,R8,1,6,DMITRIEV Denis,RUS,,5.0,1.0,10.17,
Pruszkow,2019,2019-03-02,WCH,R8,1,6,CARLIN Jack,GBR,,12.0,2.0,10.188,
Pruszkow,2019,2019-03-02,WCH,R8,1,7,HART Nathan,AUS,,6.0,1.0,10.184,
Pruszkow,2019,2019-03-02,WCH,R8,1,7,TRUMAN Joseph,GBR,,11.0,2.0,REL,
Pruszkow,2019,2019-03-02,WCH,R8,1,8,PAUL Nicholas,TTO,,7.0,1.0,10.206,
Pruszkow,2019,2019-03-02,WCH,R8,1,8,BOTTICHER Stefan,GER,,10.0,2.0,10.209999999999999,
Pruszkow,2019,2019-03-02,WCH,QF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.983,
Pruszkow,2019,2019-03-02,WCH,QF,1,1,PAUL Nicholas,TTO,,7.0,2.0,10.226,
Pruszkow,2019,2019-03-02,WCH,QF,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,13.709,
Pruszkow,2019,2019-03-02,WCH,QF,1,2,HART Nathan,AUS,,6.0,2.0,13.850999999999999,
Pruszkow,2019,2019-03-02,WCH,QF,1,3,RUDYK Mateusz,POL,,3.0,1.0,10.239,
Pruszkow,2019,2019-03-02,WCH,QF,1,3,DMITRIEV Denis,RUS,,5.0,2.0,10.499,
Pruszkow,2019,2019-03-02,WCH,QF,1,4,GLAETZER Matthew,AUS,,4.0,1.0,10.775,
Pruszkow,2019,2019-03-02,WCH,QF,1,4,MITCHELL Ethan,NZL,,8.0,2.0,10.799,
Pruszkow,2019,2019-03-02,WCH,SF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,10.012,
Pruszkow,2019,2019-03-02,WCH,SF,1,1,GLAETZER Matthew,AUS,,4.0,2.0,10.028,
Pruszkow,2019,2019-03-02,WCH,SF,1,2,LAVREYSEN Harrie,NED,,1.0,2.0,10.081,
Pruszkow,2019,2019-03-02,WCH,SF,1,2,RUDYK Mateusz,POL,,3.0,1.0,10.075,
Pruszkow,2019,2019-03-02,WCH,F,1,G,LAVREYSEN Harrie,NED,,1.0,1.0,9.99,
Pruszkow,2019,2019-03-02,WCH,F,1,G,HOOGLAND Jeffrey,NED,,2.0,2.0,10.156,
Pruszkow,2019,2019-03-02,WCH,F,1,B,RUDYK Mateusz,POL,,3.0,1.0,10.412,
Pruszkow,2019,2019-03-02,WCH,F,1,B,GLAETZER Matthew,AUS,,4.0,2.0,REL,
Hong Kong,2019,2019-01-27,NC,R16,1,1,BRISTER James,AUS,,2.0,1.0,10.88,
Hong Kong,2019,2019-01-27,NC,R16,1,1,RAJKOWSKI Patryk,POL,,28.0,2.0,11.025,
Hong Kong,2019,2019-01-27,NC,R16,1,2,HELAL Rayan,FRA,,7.0,1.0,10.49,
Hong Kong,2019,2019-01-27,NC,R16,1,2,VORZHEV Pavel,KAZ,,27.0,2.0,10.533,
Hong Kong,2019,2019-01-27,NC,R16,1,3,CLARKE Thomas,AUS,,1.0,1.0,10.32,
Hong Kong,2019,2019-01-27,NC,R16,1,3,SHARAPOV Alexander,RUS,,26.0,2.0,10.374,
Hong Kong,2019,2019-01-27,NC,R16,1,4,XU Chao,CHN,,3.0,1.0,10.226,
Hong Kong,2019,2019-01-27,NC,R16,1,4,KNIPE Bradly,NZL,,25.0,2.0,10.326,
Hong Kong,2019,2019-01-27,NC,R16,1,5,BARRETTE Hugo,CAN,,10.0,1.0,10.403,
Hong Kong,2019,2019-01-27,NC,R16,1,5,WILLIAMS Zac,NZL,,24.0,2.0,10.498000000000001,
Hong Kong,2019,2019-01-27,NC,R16,1,6,FUKAYA Tomohiro,JPN,,11.0,1.0,10.689,
Hong Kong,2019,2019-01-27,NC,R16,1,6,NALYOTOV Maxim,KAZ,,23.0,2.0,10.692,
Hong Kong,2019,2019-01-27,NC,R16,1,7,YAKUSHEVSKIY Pavel,RUS,,12.0,1.0,10.563,
Hong Kong,2019,2019-01-27,NC,R16,1,7,BABEK Tomas,CZE,,22.0,2.0,10.66,
Hong Kong,2019,2019-01-27,NC,R16,1,8,JURCZYK Marc,GER,,13.0,1.0,10.55,
Hong Kong,2019,2019-01-27,NC,R16,1,8,MORENO SANCHEZ Jose,ESP,,21.0,2.0,10.582,
Hong Kong,2019,2019-01-27,NC,R16,1,9,BOS Theo,BCC,,8.0,1.0,10.473,
Hong Kong,2019,2019-01-27,NC,R16,1,9,LENDEL Vasilijus,LTU,,17.0,2.0,10.566,
Hong Kong,2019,2019-01-27,NC,R16,1,10,PERALTA GASCON Juan,ESP,,14.0,1.0,10.704,
Hong Kong,2019,2019-01-27,NC,R16,1,10,KAWABATA Tomoyuki,JPC,,20.0,2.0,10.713000000000001,
Hong Kong,2019,2019-01-27,NC,R16,1,11,OH Jeseok,KOR,,16.0,1.0,10.566,
Hong Kong,2019,2019-01-27,NC,R16,1,11,BIELECKI Maciej,POL,,18.0,2.0,11.066,
Hong Kong,2019,2019-01-27,NC,R16,1,12,NITTA Yudai,JPN,,15.0,1.0,10.701,
Hong Kong,2019,2019-01-27,NC,R16,1,12,WAGNER Robin,CZE,,19.0,2.0,10.853,
Hong Kong,2019,2019-01-27,NC,R8,1,1,PHILLIP Njisane,TTO,,5.0,1.0,10.849,
Hong Kong,2019,2019-01-27,NC,R8,1,1,NITTA Yudai,JPN,,15.0,2.0,10.870000000000001,
Hong Kong,2019,2019-01-27,NC,R8,1,2,PAUL Nicholas,TTO,,6.0,1.0,10.147,
Hong Kong,2019,2019-01-27,NC,R8,1,2,OH Jeseok,KOR,,16.0,2.0,10.668000000000001,
Hong Kong,2019,2019-01-27,NC,R8,1,3,CALEYRON Quentin,FRA,,4.0,1.0,10.294,
Hong Kong,2019,2019-01-27,NC,R8,1,3,PERALTA GASCON Juan,ESP,,14.0,2.0,10.373000000000001,
Hong Kong,2019,2019-01-27,NC,R8,1,4,BOS Theo,BCC,,8.0,1.0,10.562,
Hong Kong,2019,2019-01-27,NC,R8,1,4,SZALONTAY Sandor,HUN,,9.0,2.0,10.607999999999999,
Hong Kong,2019,2019-01-27,NC,R8,1,5,BRISTER James,AUS,,2.0,1.0,10.622,
Hong Kong,2019,2019-01-27,NC,R8,1,5,JURCZYK Marc,GER,,13.0,2.0,10.675,
Hong Kong,2019,2019-01-27,NC,R8,1,6,HELAL Rayan,FRA,,7.0,1.0,10.344,
Hong Kong,2019,2019-01-27,NC,R8,1,6,YAKUSHEVSKIY Pavel,RUS,,12.0,2.0,10.370999999999999,
Hong Kong,2019,2019-01-27,NC,R8,1,7,CLARKE Thomas,AUS,,1.0,1.0,10.118,
Hong Kong,2019,2019-01-27,NC,R8,1,7,FUKAYA Tomohiro,JPN,,11.0,2.0,10.119,
Hong Kong,2019,2019-01-27,NC,R8,1,8,XU Chao,CHN,,3.0,1.0,10.368,
Hong Kong,2019,2019-01-27,NC,R8,1,8,BARRETTE Hugo,CAN,,10.0,2.0,10.397,
Hong Kong,2019,2019-01-27,NC,QF,1,1,XU Chao,CHN,,3.0,1.0,10.348,
Hong Kong,2019,2019-01-27,NC,QF,1,1,PHILLIP Njisane,TTO,,5.0,2.0,10.474,
Hong Kong,2019,2019-01-27,NC,QF,1,2,CLARKE Thomas,AUS,,1.0,1.0,11.051,
Hong Kong,2019,2019-01-27,NC,QF,1,2,PAUL Nicholas,TTO,,6.0,2.0,11.309000000000001,
Hong Kong,2019,2019-01-27,NC,QF,1,3,CALEYRON Quentin,FRA,,4.0,1.0,10.239,
Hong Kong,2019,2019-01-27,NC,QF,1,3,HELAL Rayan,FRA,,7.0,2.0,10.301,
Hong Kong,2019,2019-01-27,NC,QF,1,4,BRISTER James,AUS,,2.0,1.0,10.551,
Hong Kong,2019,2019-01-27,NC,QF,1,4,BOS Theo,BCC,,8.0,2.0,10.964,
Hong Kong,2019,2019-01-27,NC,SF,1,1,BRISTER James,AUS,,2.0,1.0,10.473,
Hong Kong,2019,2019-01-27,NC,SF,1,1,XU Chao,CHN,,3.0,2.0,10.590000000000002,
Hong Kong,2019,2019-01-27,NC,SF,1,2,CLARKE Thomas,AUS,,1.0,1.0,10.487,
Hong Kong,2019,2019-01-27,NC,SF,1,2,CALEYRON Quentin,FRA,,4.0,2.0,10.502,
Hong Kong,2019,2019-01-27,NC,F,1,G,CLARKE Thomas,AUS,,1.0,1.0,10.823,
Hong Kong,2019,2019-01-27,NC,F,1,G,BRISTER James,AUS,,2.0,2.0,10.838000000000001,
Hong Kong,2019,2019-01-27,NC,F,1,B,XU Chao,CHN,,3.0,1.0,10.258,
Hong Kong,2019,2019-01-27,NC,F,1,B,CALEYRON Quentin,FRA,,4.0,2.0,10.28,
Cambridge,2019,2019-01-20,NC,R16,1,1,BAUGE Gregory,FRA,,9.0,1.0,10.626,
Cambridge,2019,2019-01-20,NC,R16,1,1,JONAUSKAS Svajunas,LTU,,26.0,2.0,10.702,
Cambridge,2019,2019-01-20,NC,R16,1,2,SZALONTAY Sandor,HUN,,10.0,1.0,10.659,
Cambridge,2019,2019-01-20,NC,R16,1,2,NOSOV Alexey,RUS,,25.0,2.0,10.815000000000001,
Cambridge,2019,2019-01-20,NC,R16,1,3,XU Chao,CHN,,7.0,1.0,10.23,
Cambridge,2019,2019-01-20,NC,R16,1,3,WAMMES Nick,PTM,,24.0,2.0,10.445,
Cambridge,2019,2019-01-20,NC,R16,1,4,FUKAYA Tomohiro,JPN,,8.0,1.0,10.501,
Cambridge,2019,2019-01-20,NC,R16,1,4,DUBCHENKO Aleksandr,RUS,,23.0,2.0,10.548,
Cambridge,2019,2019-01-20,NC,R16,1,5,KELEMEN Pavel,CZE,,11.0,1.0,10.464,
Cambridge,2019,2019-01-20,NC,R16,1,5,VORZHEV Pavel,KAZ,,22.0,2.0,10.513,
Cambridge,2019,2019-01-20,NC,R16,1,6,BARRETTE Hugo,CAN,,12.0,1.0,10.463,
Cambridge,2019,2019-01-20,NC,R16,1,6,WILLIAMS Zac,VNZ,,21.0,2.0,10.665999999999999,
Cambridge,2019,2019-01-20,NC,R16,1,7,PERALTA GASCON Juan,ESP,,13.0,1.0,10.421,
Cambridge,2019,2019-01-20,NC,R16,1,7,NALYOTOV Maxim,KAZ,,20.0,2.0,10.786,
Cambridge,2019,2019-01-20,NC,R16,1,8,NITTA Yudai,JPN,,14.0,1.0,10.556,
Cambridge,2019,2019-01-20,NC,R16,1,8,WATANABE Kazunari,JPC,,19.0,2.0,10.607999999999999,
Cambridge,2019,2019-01-20,NC,R16,1,9,BIELECKI Maciej,POL,,16.0,1.0,10.609,
Cambridge,2019,2019-01-20,NC,R16,1,9,WAGNER Robin,CZE,,17.0,2.0,10.667,
Cambridge,2019,2019-01-20,NC,R16,1,10,MORENO SANCHEZ Jose,ESP,,15.0,1.0,10.279,
Cambridge,2019,2019-01-20,NC,R16,1,10,SAHROM Muhammad Shah Firdaus,MAS,,18.0,2.0,10.315,
Cambridge,2019,2019-01-20,NC,R8,1,1,RUDYK Mateusz,POL,,2.0,1.0,10.193,
Cambridge,2019,2019-01-20,NC,R8,1,1,MORENO SANCHEZ Jose,ESP,,15.0,2.0,10.261,
Cambridge,2019,2019-01-20,NC,R8,1,2,HART Nathan,AUS,,1.0,1.0,10.363,
Cambridge,2019,2019-01-20,NC,R8,1,2,BIELECKI Maciej,POL,,16.0,2.0,10.865,
Cambridge,2019,2019-01-20,NC,R8,1,3,SCHMID Jacob,AUS,,5.0,1.0,10.605,
Cambridge,2019,2019-01-20,NC,R8,1,3,NITTA Yudai,JPN,,14.0,2.0,11.217,
Cambridge,2019,2019-01-20,NC,R8,1,4,WEBSTER Sam,NZL,,6.0,1.0,10.4,
Cambridge,2019,2019-01-20,NC,R8,1,4,PERALTA GASCON Juan,ESP,,13.0,2.0,10.852,
Cambridge,2019,2019-01-20,NC,R8,1,5,MITCHELL Ethan,NZL,,4.0,1.0,10.039,
Cambridge,2019,2019-01-20,NC,R8,1,5,BARRETTE Hugo,CAN,,12.0,2.0,10.125,
Cambridge,2019,2019-01-20,NC,R8,1,6,VIGIER Sebastien,FRA,,3.0,1.0,10.243,
Cambridge,2019,2019-01-20,NC,R8,1,6,KELEMEN Pavel,CZE,,11.0,2.0,10.328000000000001,
Cambridge,2019,2019-01-20,NC,R8,1,7,FUKAYA Tomohiro,JPN,,8.0,1.0,10.284,
Cambridge,2019,2019-01-20,NC,R8,1,7,BAUGE Gregory,FRA,,9.0,2.0,10.375,
Cambridge,2019,2019-01-20,NC,R8,1,8,XU Chao,CHN,,7.0,1.0,10.346,
Cambridge,2019,2019-01-20,NC,R8,1,8,SZALONTAY Sandor,HUN,,10.0,2.0,10.37,
Cambridge,2019,2019-01-20,NC,QF,1,1,RUDYK Mateusz,POL,,2.0,1.0,10.205,
Cambridge,2019,2019-01-20,NC,QF,1,1,XU Chao,CHN,,7.0,2.0,10.427,
Cambridge,2019,2019-01-20,NC,QF,1,2,HART Nathan,AUS,,1.0,1.0,10.4,
Cambridge,2019,2019-01-20,NC,QF,1,2,FUKAYA Tomohiro,JPN,,8.0,2.0,10.776,
Cambridge,2019,2019-01-20,NC,QF,1,3,VIGIER Sebastien,FRA,,3.0,1.0,10.179,
Cambridge,2019,2019-01-20,NC,QF,1,3,SCHMID Jacob,AUS,,5.0,2.0,10.319,
Cambridge,2019,2019-01-20,NC,QF,1,4,MITCHELL Ethan,NZL,,4.0,2.0,10.256,
Cambridge,2019,2019-01-20,NC,QF,1,4,WEBSTER Sam,NZL,,6.0,1.0,10.052,
Cambridge,2019,2019-01-20,NC,SF,1,1,RUDYK Mateusz,POL,,2.0,1.0,10.132,
Cambridge,2019,2019-01-20,NC,SF,1,1,MITCHELL Ethan,NZL,,4.0,2.0,10.148,
Cambridge,2019,2019-01-20,NC,SF,1,2,HART Nathan,AUS,,1.0,1.0,10.361,
Cambridge,2019,2019-01-20,NC,SF,1,2,VIGIER Sebastien,FRA,,3.0,2.0,10.408000000000001,
Cambridge,2019,2019-01-20,NC,F,1,G,HART Nathan,AUS,,1.0,1.0,10.391,
Cambridge,2019,2019-01-20,NC,F,1,G,RUDYK Mateusz,POL,,2.0,2.0,10.736,
Cambridge,2019,2019-01-20,NC,F,1,B,VIGIER Sebastien,FRA,,3.0,1.0,10.298,
Cambridge,2019,2019-01-20,NC,F,1,B,MITCHELL Ethan,NZL,,4.0,2.0,10.386,
