Location,Year,Date,Event,Stage,Round,Heat,Athlete,Country,Age,Final_Rank,Rank,Time,Avg Speed
Tokyo,2021,2021-08-04,OLY,R32,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.821,
Tokyo,2021,2021-08-04,OLY,R32,1,1,MITCHELL Ethan,NZL,,24.0,2.0,10.054,
Tokyo,2021,2021-08-04,OLY,R32,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.005,
Tokyo,2021,2021-08-04,OLY,R32,1,2,SAHROM Muhammad Shah Firdaus,MAS,,12.0,2.0,10.068000000000001,
Tokyo,2021,2021-08-04,OLY,R32,1,3,CARLIN Jack,GBR,,3.0,1.0,9.829,
Tokyo,2021,2021-08-04,OLY,R32,1,3,HART Nathan,AUS,,23.0,2.0,10.135,
Tokyo,2021,2021-08-04,OLY,R32,1,4,PAUL Nicholas,TTO,,6.0,1.0,9.824,
Tokyo,2021,2021-08-04,OLY,R32,1,4,RICHARDSON Matthew,AUS,,22.0,2.0,10.442,
Tokyo,2021,2021-08-04,OLY,R32,1,5,DMITRIEV Denis,ROC,,4.0,1.0,9.859,
Tokyo,2021,2021-08-04,OLY,R32,1,5,HELAL Rayan,FRA,,21.0,2.0,10.338,
Tokyo,2021,2021-08-04,OLY,R32,1,6,LEVY Maximilian,GER,,5.0,1.0,9.922,
Tokyo,2021,2021-08-04,OLY,R32,1,6,TJON EN FA Jair,SUR,,13.0,2.0,9.924000000000001,
Tokyo,2021,2021-08-04,OLY,R32,1,7,WEBSTER Sam,NZL,,11.0,1.0,10.099,
Tokyo,2021,2021-08-04,OLY,R32,1,7,RUDYK Mateusz,POL,,17.0,2.0,10.279,
Tokyo,2021,2021-08-04,OLY,R32,1,8,KENNY Jason,GBR,,8.0,1.0,9.791,
Tokyo,2021,2021-08-04,OLY,R32,1,8,AWANG Mohd Azizulhasni,MAS,,10.0,2.0,9.823,
Tokyo,2021,2021-08-04,OLY,R32,1,9,WAKIMOTO Yuta,JPN,,9.0,1.0,9.997,
Tokyo,2021,2021-08-04,OLY,R32,1,9,QUINTERO CHAVARRO Kevin Santiago,COL,,20.0,2.0,10.081,
Tokyo,2021,2021-08-04,OLY,R32,1,10,VIGIER Sebastien,FRA,,7.0,1.0,10.182,
Tokyo,2021,2021-08-04,OLY,R32,1,10,BARRETTE Hugo,CAN,,19.0,2.0,10.202,
Tokyo,2021,2021-08-04,OLY,R32,1,11,RAJKOWSKI Patryk,POL,,16.0,1.0,10.465,
Tokyo,2021,2021-08-04,OLY,R32,1,11,XU Chao,CHN,,18.0,2.0,10.756,
Tokyo,2021,2021-08-04,OLY,R32,1,12,WAMMES Nick,CAN,,14.0,1.0,10.228,
Tokyo,2021,2021-08-04,OLY,R32,1,12,BOETTICHER Stefan,GER,,15.0,2.0,10.243,
Tokyo,2021,2021-08-04,OLY,Rep32,1,1,AWANG Mohd Azizulhasni,MAS,,10.0,1.0,10.056,
Tokyo,2021,2021-08-04,OLY,Rep32,1,1,QUINTERO CHAVARRO Kevin Santiago,COL,,20.0,2.0,10.26,
Tokyo,2021,2021-08-04,OLY,Rep32,1,1,MITCHELL Ethan,NZL,,24.0,3.0,10.604999999999999,
Tokyo,2021,2021-08-04,OLY,Rep32,1,2,SAHROM Muhammad Shah Firdaus,MAS,,12.0,1.0,9.667,
Tokyo,2021,2021-08-04,OLY,Rep32,1,2,BARRETTE Hugo,CAN,,19.0,2.0,10.286,
Tokyo,2021,2021-08-04,OLY,Rep32,1,2,RUDYK Mateusz,POL,,17.0,3.0,10.334999999999999,
Tokyo,2021,2021-08-04,OLY,Rep32,1,3,TJON EN FA Jair,SUR,,13.0,1.0,10.016,
Tokyo,2021,2021-08-04,OLY,Rep32,1,3,XU Chao,CHN,,18.0,2.0,10.078,
Tokyo,2021,2021-08-04,OLY,Rep32,1,3,HART Nathan,AUS,,23.0,3.0,10.201,
Tokyo,2021,2021-08-04,OLY,Rep32,1,4,BOETTICHER Stefan,GER,,15.0,1.0,10.03,
Tokyo,2021,2021-08-04,OLY,Rep32,1,4,HELAL Rayan,FRA,,21.0,2.0,10.062,
Tokyo,2021,2021-08-04,OLY,Rep32,1,4,RICHARDSON Matthew,AUS,,22.0,3.0,10.450999999999999,
Tokyo,2021,2021-08-04,OLY,R16,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,10.034,
Tokyo,2021,2021-08-04,OLY,R16,1,1,BOETTICHER Stefan,GER,,15.0,2.0,10.145000000000001,
Tokyo,2021,2021-08-04,OLY,R16,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,9.766,
Tokyo,2021,2021-08-04,OLY,R16,1,2,TJON EN FA Jair,SUR,,13.0,2.0,10.025,
Tokyo,2021,2021-08-04,OLY,R16,1,3,CARLIN Jack,GBR,,3.0,1.0,9.884,
Tokyo,2021,2021-08-04,OLY,R16,1,3,SAHROM Muhammad Shah Firdaus,MAS,,12.0,2.0,10.016,
Tokyo,2021,2021-08-04,OLY,R16,1,4,PAUL Nicholas,TTO,,6.0,1.0,9.798,
Tokyo,2021,2021-08-04,OLY,R16,1,4,AWANG Mohd Azizulhasni,MAS,,10.0,2.0,9.824,
Tokyo,2021,2021-08-04,OLY,R16,1,5,DMITRIEV Denis,ROC,,4.0,1.0,10.127,
Tokyo,2021,2021-08-04,OLY,R16,1,5,WAMMES Nick,CAN,,14.0,2.0,10.234,
Tokyo,2021,2021-08-04,OLY,R16,1,6,LEVY Maximilian,GER,,5.0,1.0,10.247,
Tokyo,2021,2021-08-04,OLY,R16,1,6,RAJKOWSKI Patryk,POL,,16.0,2.0,10.395999999999999,
Tokyo,2021,2021-08-04,OLY,R16,1,7,WEBSTER Sam,NZL,,11.0,1.0,9.845,
Tokyo,2021,2021-08-04,OLY,R16,1,7,VIGIER Sebastien,FRA,,7.0,2.0,9.883000000000001,
Tokyo,2021,2021-08-04,OLY,R16,1,8,KENNY Jason,GBR,,8.0,1.0,9.916,
Tokyo,2021,2021-08-04,OLY,R16,1,8,WAKIMOTO Yuta,JPN,,9.0,2.0,9.937000000000001,
Tokyo,2021,2021-08-04,OLY,Rep16,1,1,WAKIMOTO Yuta,JPN,,9.0,1.0,10.323,
Tokyo,2021,2021-08-04,OLY,Rep16,1,1,BOETTICHER Stefan,GER,,15.0,2.0,10.499,
Tokyo,2021,2021-08-04,OLY,Rep16,1,2,VIGIER Sebastien,FRA,,7.0,1.0,9.9,
Tokyo,2021,2021-08-04,OLY,Rep16,1,2,TJON EN FA Jair,SUR,,13.0,2.0,9.985000000000001,
Tokyo,2021,2021-08-04,OLY,Rep16,1,3,SAHROM Muhammad Shah Firdaus,MAS,,12.0,1.0,10.317,
Tokyo,2021,2021-08-04,OLY,Rep16,1,3,RAJKOWSKI Patryk,POL,,16.0,2.0,10.577,
Tokyo,2021,2021-08-04,OLY,Rep16,1,4,AWANG Mohd Azizulhasni,MAS,,10.0,1.0,10.131,
Tokyo,2021,2021-08-04,OLY,Rep16,1,4,WAMMES Nick,CAN,,14.0,2.0,10.235,
Tokyo,2021,2021-08-04,OLY,R8,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.831,
Tokyo,2021,2021-08-04,OLY,R8,1,1,AWANG Mohd Azizulhasni,MAS,,10.0,2.0,9.870999999999999,
Tokyo,2021,2021-08-04,OLY,R8,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,9.635,
Tokyo,2021,2021-08-04,OLY,R8,1,2,SAHROM Muhammad Shah Firdaus,MAS,,12.0,2.0,10.084,
Tokyo,2021,2021-08-04,OLY,R8,1,3,CARLIN Jack,GBR,,3.0,1.0,9.963,
Tokyo,2021,2021-08-04,OLY,R8,1,3,VIGIER Sebastien,FRA,,7.0,2.0,10.133999999999999,
Tokyo,2021,2021-08-04,OLY,R8,1,4,PAUL Nicholas,TTO,,6.0,1.0,10.091,
Tokyo,2021,2021-08-04,OLY,R8,1,4,WAKIMOTO Yuta,JPN,,9.0,2.0,10.548,
Tokyo,2021,2021-08-04,OLY,R8,1,5,DMITRIEV Denis,ROC,,4.0,1.0,9.828,
Tokyo,2021,2021-08-04,OLY,R8,1,5,KENNY Jason,GBR,,8.0,2.0,9.904,
Tokyo,2021,2021-08-04,OLY,R8,1,6,LEVY Maximilian,GER,,5.0,1.0,10.355,
Tokyo,2021,2021-08-04,OLY,R8,1,6,WEBSTER Sam,NZL,,11.0,2.0,10.487,
Tokyo,2021,2021-08-04,OLY,Rep8,1,1,KENNY Jason,GBR,,8.0,1.0,10.066,
Tokyo,2021,2021-08-04,OLY,Rep8,1,1,AWANG Mohd Azizulhasni,MAS,,10.0,2.0,10.108,
Tokyo,2021,2021-08-04,OLY,Rep8,1,1,WAKIMOTO Yuta,JPN,,9.0,3.0,10.391,
Tokyo,2021,2021-08-04,OLY,Rep8,1,2,VIGIER Sebastien,FRA,,7.0,1.0,10.169,
Tokyo,2021,2021-08-04,OLY,Rep8,1,2,WEBSTER Sam,NZL,,11.0,2.0,10.270000000000001,
Tokyo,2021,2021-08-04,OLY,Rep8,1,2,SAHROM Muhammad Shah Firdaus,MAS,,12.0,3.0,10.302,
Tokyo,2021,2021-08-04,OLY,QF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,10.204,
Tokyo,2021,2021-08-04,OLY,QF,1,1,VIGIER Sebastien,FRA,,7.0,2.0,12.644,
Tokyo,2021,2021-08-04,OLY,QF,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,10.243,
Tokyo,2021,2021-08-04,OLY,QF,1,2,KENNY Jason,GBR,,8.0,2.0,10.290000000000001,
Tokyo,2021,2021-08-04,OLY,QF,1,3,CARLIN Jack,GBR,,3.0,1.0,9.68,
Tokyo,2021,2021-08-04,OLY,QF,1,3,LEVY Maximilian,GER,,5.0,2.0,12.187,
Tokyo,2021,2021-08-04,OLY,QF,1,4,DMITRIEV Denis,ROC,,4.0,2.0,9.943,
Tokyo,2021,2021-08-04,OLY,QF,1,4,PAUL Nicholas,TTO,,6.0,1.0,9.648,
Tokyo,2021,2021-08-04,OLY,5to8,1,1,LEVY Maximilian,GER,,5.0,1.0,9.879,
Tokyo,2021,2021-08-04,OLY,5to8,1,1,PAUL Nicholas,TTO,,6.0,2.0,10.030999999999999,
Tokyo,2021,2021-08-04,OLY,5to8,1,1,VIGIER Sebastien,FRA,,7.0,3.0,10.674999999999999,
Tokyo,2021,2021-08-04,OLY,5to8,1,1,KENNY Jason,GBR,,8.0,4.0,11.553999999999998,
Tokyo,2021,2021-08-04,OLY,SF,1,1,HOOGLAND Jeffrey,NED,,2.0,1.0,9.692,
Tokyo,2021,2021-08-04,OLY,SF,1,1,DMITRIEV Denis,ROC,,4.0,2.0,9.799,
Tokyo,2021,2021-08-04,OLY,SF,1,2,LAVREYSEN Harrie,NED,,1.0,1.0,9.747,
Tokyo,2021,2021-08-04,OLY,SF,1,2,CARLIN Jack,GBR,,3.0,2.0,9.814,
Tokyo,2021,2021-08-04,OLY,F,1,G,LAVREYSEN Harrie,NED,,1.0,2.0,9.736,
Tokyo,2021,2021-08-04,OLY,F,1,G,HOOGLAND Jeffrey,NED,,2.0,1.0,9.724,
Tokyo,2021,2021-08-04,OLY,F,1,B,CARLIN Jack,GBR,,3.0,1.0,9.786,
Tokyo,2021,2021-08-04,OLY,F,1,B,DMITRIEV Denis,ROC,,4.0,2.0,10.272,
St Petersburg,2021,2021-07-11,NC,R16,1,1,ROSTOV Pavel,MCT,,11.0,1.0,10.501,
St Petersburg,2021,2021-07-11,NC,R16,1,1,SAFAROV Alexandr,NCT,,23.0,2.0,10.583,
St Petersburg,2021,2021-07-11,NC,R16,1,2,JAGER Julien,GER,,12.0,1.0,10.507,
St Petersburg,2021,2021-07-11,NC,R16,1,2,ESOW Esow,IND,,22.0,2.0,10.597999999999999,
St Petersburg,2021,2021-07-11,NC,R16,1,3,CHUGAY Andrey,KAZ,,13.0,1.0,10.414,
St Petersburg,2021,2021-07-11,NC,R16,1,3,DANYLCHUK Bohdan,UKR,,21.0,2.0,10.464,
St Petersburg,2021,2021-07-11,NC,R16,1,4,LOVASSY Patrik Romeo,HUN,,14.0,1.0,10.46,
St Petersburg,2021,2021-07-11,NC,R16,1,4,HLOVA Aliaksandr,BLR,,20.0,2.0,10.593,
St Petersburg,2021,2021-07-11,NC,R16,1,5,ZAITSAU Artsiom,BLR,,15.0,1.0,10.371,
St Petersburg,2021,2021-07-11,NC,R16,1,5,LAITONJAM Ronaldo,IND,,19.0,2.0,11.252,
St Petersburg,2021,2021-07-11,NC,R16,1,6,NESTEROV Dmitry,MCT,,8.0,1.0,10.704,
St Petersburg,2021,2021-07-11,NC,R16,1,6,STOVBETSKYI Dmytro,UKR,,17.0,2.0,11.645000000000001,
St Petersburg,2021,2021-07-11,NC,R16,1,7,JONAUSKAS Svajunas,LTU,,16.0,1.0,10.467,
St Petersburg,2021,2021-07-11,NC,R16,1,7,BIANCHI Matteo,ITA,,18.0,2.0,10.524000000000001,
St Petersburg,2021,2021-07-11,NC,R8,1,1,IAKOVLEV Mikhail,RUS,,2.0,1.0,10.396,
St Petersburg,2021,2021-07-11,NC,R8,1,1,JONAUSKAS Svajunas,LTU,,16.0,2.0,10.547,
St Petersburg,2021,2021-07-11,NC,R8,1,2,NESTEROV Dmitry,MCT,,8.0,1.0,10.288,
St Petersburg,2021,2021-07-11,NC,R8,1,2,CALEYRON Quentin,FRA,,9.0,2.0,REL,
St Petersburg,2021,2021-07-11,NC,R8,1,3,QUINTERO CHAVARRO Kevin Santiago,COL,,1.0,1.0,10.113,
St Petersburg,2021,2021-07-11,NC,R8,1,3,ZAITSAU Artsiom,BLR,,15.0,2.0,10.357,
St Petersburg,2021,2021-07-11,NC,R8,1,4,DERACHE Tom,FRA,,3.0,1.0,10.494,
St Petersburg,2021,2021-07-11,NC,R8,1,4,LOVASSY Patrik Romeo,HUN,,14.0,2.0,10.644,
St Petersburg,2021,2021-07-11,NC,R8,1,5,HOHNE Anton,GER,,5.0,1.0,10.17,
St Petersburg,2021,2021-07-11,NC,R8,1,5,CHUGAY Andrey,KAZ,,13.0,2.0,10.258,
St Petersburg,2021,2021-07-11,NC,R8,1,6,LENDEL Vasilijus,LTU,,6.0,1.0,10.563,
St Petersburg,2021,2021-07-11,NC,R8,1,6,JAGER Julien,GER,,12.0,2.0,10.631,
St Petersburg,2021,2021-07-11,NC,R8,1,7,SZALONTAY Sandor,HUN,,4.0,1.0,10.236,
St Petersburg,2021,2021-07-11,NC,R8,1,7,ROSTOV Pavel,MCT,,11.0,2.0,10.324,
St Petersburg,2021,2021-07-11,NC,R8,1,8,RAMIREZ MORALES Santiago,COL,,7.0,1.0,10.308,
St Petersburg,2021,2021-07-11,NC,R8,1,8,BURLAKOV Danila,RUS,,10.0,2.0,10.333,
St Petersburg,2021,2021-07-11,NC,QF,1,1,IAKOVLEV Mikhail,RUS,,2.0,1.0,10.24,
St Petersburg,2021,2021-07-11,NC,QF,1,1,RAMIREZ MORALES Santiago,COL,,7.0,2.0,11.697000000000001,
St Petersburg,2021,2021-07-11,NC,QF,1,2,SZALONTAY Sandor,HUN,,4.0,2.0,10.589,
St Petersburg,2021,2021-07-11,NC,QF,1,2,NESTEROV Dmitry,MCT,,8.0,1.0,10.586,
St Petersburg,2021,2021-07-11,NC,QF,1,3,QUINTERO CHAVARRO Kevin Santiago,COL,,1.0,1.0,10.105,
St Petersburg,2021,2021-07-11,NC,QF,1,3,LENDEL Vasilijus,LTU,,6.0,2.0,10.246,
St Petersburg,2021,2021-07-11,NC,QF,1,4,DERACHE Tom,FRA,,3.0,1.0,10.127,
St Petersburg,2021,2021-07-11,NC,QF,1,4,HOHNE Anton,GER,,5.0,2.0,10.157,
St Petersburg,2021,2021-07-11,NC,SF,1,1,IAKOVLEV Mikhail,RUS,,2.0,1.0,10.112,
St Petersburg,2021,2021-07-11,NC,SF,1,1,DERACHE Tom,FRA,,3.0,2.0,10.162,
St Petersburg,2021,2021-07-11,NC,SF,1,2,QUINTERO CHAVARRO Kevin Santiago,COL,,1.0,1.0,10.195,
St Petersburg,2021,2021-07-11,NC,SF,1,2,SZALONTAY Sandor,HUN,,4.0,2.0,10.742,
St Petersburg,2021,2021-07-11,NC,F,1,G,QUINTERO CHAVARRO Kevin Santiago,COL,,1.0,2.0,10.151,
St Petersburg,2021,2021-07-11,NC,F,1,G,IAKOVLEV Mikhail,RUS,,2.0,1.0,10.144,
St Petersburg,2021,2021-07-11,NC,F,1,B,DERACHE Tom,FRA,,3.0,1.0,10.211,
St Petersburg,2021,2021-07-11,NC,F,1,B,SZALONTAY Sandor,HUN,,4.0,2.0,10.297,
Hong Kong,2021,2021-05-16,NC,R16,1,1,MATSUI Koyu,RKD,,4.0,1.0,10.5,
Hong Kong,2021,2021-05-16,NC,R16,1,1,MOHAMED YUSOFF Mohamed Elyas,SIN,,21.0,2.0,10.646,
Hong Kong,2021,2021-05-16,NC,R16,1,2,LAW Tsz Chun,HKG,,8.0,1.0,10.65,
Hong Kong,2021,2021-05-16,NC,R16,1,2,MASRI Amar Danial,MAS,,20.0,2.0,10.712,
Hong Kong,2021,2021-05-16,NC,R16,1,3,JONAUSKAS Svajunas,LTU,,14.0,1.0,10.78,
Hong Kong,2021,2021-05-16,NC,R16,1,3,DANYLCHUK Bohdan,UKR,,19.0,2.0,10.879,
Hong Kong,2021,2021-05-16,NC,R16,1,4,SAHROM Muhammad Ridwan,MAS,,16.0,1.0,10.74,
Hong Kong,2021,2021-05-16,NC,R16,1,4,SZABO Norbert,ROU,,17.0,2.0,10.85,
Hong Kong,2021,2021-05-16,NC,R16,1,5,TO Cheuk Hei,HKG,,15.0,1.0,11.031,
Hong Kong,2021,2021-05-16,NC,R16,1,5,DENYSENKO Vladyslav,UKR,,18.0,2.0,11.099,
Hong Kong,2021,2021-05-16,NC,R8,1,1,WAKIMOTO Yuta,JPN,,2.0,1.0,10.152,
Hong Kong,2021,2021-05-16,NC,R8,1,1,TO Cheuk Hei,HKG,,15.0,2.0,11.174999999999999,
Hong Kong,2021,2021-05-16,NC,R8,1,2,NITTA Yudai,JPN,,1.0,1.0,10.328,
Hong Kong,2021,2021-05-16,NC,R8,1,2,SAHROM Muhammad Ridwan,MAS,,16.0,2.0,10.413,
Hong Kong,2021,2021-05-16,NC,R8,1,3,FUKAYA Tomohiro,DSR,,3.0,1.0,10.551,
Hong Kong,2021,2021-05-16,NC,R8,1,3,JONAUSKAS Svajunas,LTU,,14.0,2.0,10.654,
Hong Kong,2021,2021-05-16,NC,R8,1,4,LAW Tsz Chun,HKG,,8.0,1.0,10.534,
Hong Kong,2021,2021-05-16,NC,R8,1,4,YAMASAKI Kento,RKD,,9.0,2.0,REL,
Hong Kong,2021,2021-05-16,NC,R8,1,5,MATSUI Koyu,RKD,,4.0,1.0,10.471,
Hong Kong,2021,2021-05-16,NC,R8,1,5,PERALTA Juan,ESP,,10.0,2.0,10.475,
Hong Kong,2021,2021-05-16,NC,R8,1,6,ANGSUTHASAWIT Jai,THA,,7.0,1.0,10.242,
Hong Kong,2021,2021-05-16,NC,R8,1,6,SHINZAN Kyohei,BGT,,11.0,2.0,10.332,
Hong Kong,2021,2021-05-16,NC,R8,1,7,NAKANO Shinji,DSR,,5.0,1.0,10.389,
Hong Kong,2021,2021-05-16,NC,R8,1,7,MARTINEZ CHORRO Alejandro,ESP,,13.0,2.0,10.517999999999999,
Hong Kong,2021,2021-05-16,NC,R8,1,8,MOHD ZONIS Muhammad Fadhil,SDF,,6.0,1.0,10.262,
Hong Kong,2021,2021-05-16,NC,R8,1,8,LENDEL Vasilijus,LTU,,12.0,2.0,10.441,
Hong Kong,2021,2021-05-16,NC,QF,1,1,WAKIMOTO Yuta,JPN,,2.0,1.0,10.276,
Hong Kong,2021,2021-05-16,NC,QF,1,1,MOHD ZONIS Muhammad Fadhil,SDF,,6.0,2.0,10.295,
Hong Kong,2021,2021-05-16,NC,QF,1,2,NITTA Yudai,JPN,,1.0,1.0,10.554,
Hong Kong,2021,2021-05-16,NC,QF,1,2,NAKANO Shinji,DSR,,5.0,2.0,10.594,
Hong Kong,2021,2021-05-16,NC,QF,1,3,FUKAYA Tomohiro,DSR,,3.0,1.0,10.311,
Hong Kong,2021,2021-05-16,NC,QF,1,3,ANGSUTHASAWIT Jai,THA,,7.0,2.0,10.386,
Hong Kong,2021,2021-05-16,NC,QF,1,4,MATSUI Koyu,RKD,,4.0,1.0,10.216,
Hong Kong,2021,2021-05-16,NC,QF,1,4,LAW Tsz Chun,HKG,,8.0,2.0,11.059999999999999,
Hong Kong,2021,2021-05-16,NC,SF,1,1,WAKIMOTO Yuta,JPN,,2.0,1.0,10.11,
Hong Kong,2021,2021-05-16,NC,SF,1,1,MATSUI Koyu,RKD,,4.0,2.0,10.293,
Hong Kong,2021,2021-05-16,NC,SF,1,2,NITTA Yudai,JPN,,1.0,1.0,10.178,
Hong Kong,2021,2021-05-16,NC,SF,1,2,FUKAYA Tomohiro,DSR,,3.0,2.0,10.455,
Hong Kong,2021,2021-05-16,NC,F,1,G,NITTA Yudai,JPN,,1.0,1.0,10.291,
Hong Kong,2021,2021-05-16,NC,F,1,G,WAKIMOTO Yuta,JPN,,2.0,2.0,10.325000000000001,
Hong Kong,2021,2021-05-16,NC,F,1,B,FUKAYA Tomohiro,DSR,,3.0,1.0,10.414,
Hong Kong,2021,2021-05-16,NC,F,1,B,MATSUI Koyu,RKD,,4.0,2.0,10.597999999999999,
Berlin,2020,2020-02-29,WCH,R16,1,1,AWANG Mohd Azizulhasni,MAS,,3.0,1.0,9.976,
Berlin,2020,2020-02-29,WCH,R16,1,1,LENDEL Vasilijus,LTU,,28.0,2.0,10.255,
Berlin,2020,2020-02-29,WCH,R16,1,2,PAUL Nicholas,TTO,,10.0,1.0,10.088,
Berlin,2020,2020-02-29,WCH,R16,1,2,HSIEH Nien Hsing,TPE,,27.0,2.0,10.181,
Berlin,2020,2020-02-29,WCH,R16,1,3,KENNY Jason,GBR,,11.0,1.0,10.234,
Berlin,2020,2020-02-29,WCH,R16,1,3,MITCHELL Ethan,NZL,,26.0,2.0,11.493,
Berlin,2020,2020-02-29,WCH,R16,1,4,NITTA Yudai,JPN,,5.0,1.0,9.983,
Berlin,2020,2020-02-29,WCH,R16,1,4,LIGTLEE Sam,NED,,25.0,2.0,10.033000000000001,
Berlin,2020,2020-02-29,WCH,R16,1,5,CALEYRON Quentin,FRA,,12.0,1.0,10.218,
Berlin,2020,2020-02-29,WCH,R16,1,5,XU Chao,CHN,,24.0,2.0,10.383,
Berlin,2020,2020-02-29,WCH,R16,1,6,BOTTICHER Stefan,GER,,6.0,1.0,10.135,
Berlin,2020,2020-02-29,WCH,R16,1,6,QUINTERO CHAVARRO Kevin Santiago,COL,,23.0,2.0,10.17,
Berlin,2020,2020-02-29,WCH,R16,1,7,BUCHLI Matthijs,NED,,7.0,1.0,10.3,
Berlin,2020,2020-02-29,WCH,R16,1,7,ZHOU Yu,CHN,,22.0,2.0,10.341000000000001,
Berlin,2020,2020-02-29,WCH,R16,1,8,TJON EN FA Jair,SUR,,16.0,1.0,10.094,
Berlin,2020,2020-02-29,WCH,R16,1,8,VIGIER Sebastien,FRA,,17.0,2.0,10.1,
Berlin,2020,2020-02-29,WCH,R16,1,9,FUKAYA Tomohiro,JPN,,8.0,1.0,9.998,
Berlin,2020,2020-02-29,WCH,R16,1,9,PERALTA Juan,ESP,,21.0,2.0,10.091999999999999,
Berlin,2020,2020-02-29,WCH,R16,1,10,SAHROM Muhammad Shah Firdaus,MAS,,13.0,1.0,9.931,
Berlin,2020,2020-02-29,WCH,R16,1,10,CARLIN Jack,GBR,,20.0,2.0,9.963,
Berlin,2020,2020-02-29,WCH,R16,1,11,WEBSTER Sam,NZL,,14.0,1.0,9.993,
Berlin,2020,2020-02-29,WCH,R16,1,11,SZALONTAY Sandor,HUN,,19.0,2.0,10.089,
Berlin,2020,2020-02-29,WCH,R16,1,12,HART Nathan,AUS,,15.0,1.0,10.005,
Berlin,2020,2020-02-29,WCH,R16,1,12,RICHARDSON Matthew,AUS,,18.0,2.0,10.077,
Berlin,2020,2020-02-29,WCH,R8,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.948,
Berlin,2020,2020-02-29,WCH,R8,1,1,HART Nathan,AUS,,15.0,2.0,10.295,
Berlin,2020,2020-02-29,WCH,R8,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.808,
Berlin,2020,2020-02-29,WCH,R8,1,2,WEBSTER Sam,NZL,,14.0,2.0,9.857,
Berlin,2020,2020-02-29,WCH,R8,1,3,RUDYK Mateusz,POL,,4.0,1.0,9.945,
Berlin,2020,2020-02-29,WCH,R8,1,3,SAHROM Muhammad Shah Firdaus,MAS,,13.0,2.0,9.946,
Berlin,2020,2020-02-29,WCH,R8,1,4,FUKAYA Tomohiro,JPN,,8.0,1.0,9.782,
Berlin,2020,2020-02-29,WCH,R8,1,4,DMITRIEV Denis,RUS,,9.0,2.0,10.178,
Berlin,2020,2020-02-29,WCH,R8,1,5,AWANG Mohd Azizulhasni,MAS,,3.0,1.0,10.145,
Berlin,2020,2020-02-29,WCH,R8,1,5,TJON EN FA Jair,SUR,,16.0,2.0,10.264999999999999,
Berlin,2020,2020-02-29,WCH,R8,1,6,BUCHLI Matthijs,NED,,7.0,1.0,10.191,
Berlin,2020,2020-02-29,WCH,R8,1,6,PAUL Nicholas,TTO,,10.0,2.0,10.239,
Berlin,2020,2020-02-29,WCH,R8,1,7,BOTTICHER Stefan,GER,,6.0,1.0,10.053,
Berlin,2020,2020-02-29,WCH,R8,1,7,KENNY Jason,GBR,,11.0,2.0,10.100000000000001,
Berlin,2020,2020-02-29,WCH,R8,1,8,NITTA Yudai,JPN,,5.0,1.0,10.003,
Berlin,2020,2020-02-29,WCH,R8,1,8,CALEYRON Quentin,FRA,,12.0,2.0,10.074,
Berlin,2020,2020-02-29,WCH,QF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.974,
Berlin,2020,2020-02-29,WCH,QF,1,1,NITTA Yudai,JPN,,5.0,2.0,10.08,
Berlin,2020,2020-02-29,WCH,QF,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.89,
Berlin,2020,2020-02-29,WCH,QF,1,2,BOTTICHER Stefan,GER,,6.0,2.0,10.016,
Berlin,2020,2020-02-29,WCH,QF,1,3,RUDYK Mateusz,POL,,4.0,1.0,10.085,
Berlin,2020,2020-02-29,WCH,QF,1,3,BUCHLI Matthijs,NED,,7.0,2.0,10.216000000000001,
Berlin,2020,2020-02-29,WCH,QF,1,4,AWANG Mohd Azizulhasni,MAS,,3.0,1.0,9.998,
Berlin,2020,2020-02-29,WCH,QF,1,4,FUKAYA Tomohiro,JPN,,8.0,2.0,10.081,
Berlin,2020,2020-02-29,WCH,SF,1,1,LAVREYSEN Harrie,NED,,1.0,1.0,9.842,
Berlin,2020,2020-02-29,WCH,SF,1,1,AWANG Mohd Azizulhasni,MAS,,3.0,2.0,10.317,
Berlin,2020,2020-02-29,WCH,SF,1,2,HOOGLAND Jeffrey,NED,,2.0,1.0,9.761,
Berlin,2020,2020-02-29,WCH,SF,1,2,RUDYK Mateusz,POL,,4.0,2.0,10.414,
Berlin,2020,2020-02-29,WCH,F,1,G,LAVREYSEN Harrie,NED,,1.0,1.0,9.79,
Berlin,2020,2020-02-29,WCH,F,1,G,HOOGLAND Jeffrey,NED,,2.0,2.0,9.854,
Berlin,2020,2020-02-29,WCH,F,1,B,AWANG Mohd Azizulhasni,MAS,,3.0,1.0,10.145,
Berlin,2020,2020-02-29,WCH,F,1,B,RUDYK Mateusz,POL,,4.0,2.0,10.145,
Milton,2020,2020-01-26,NC,R16,1,1,HELAL Rayan,FRA,,3.0,1.0,10.465,
