Location,Year,Date,Event,Stage,Heat,Round,Athlete,Country,Age,Final_Rank,Rank,200m,AvgSpeed,Initial_CSE,Final_CSE,Mu,Sigma,ExpectedRank,RatingChange,,
Glasgow,2019,9/11/2019,NC,R16,1,1,BOTTICHER_Stefan,GER,,9,1,10.263,70.15492546,19.999,20.72,27.56,3.42,1,0.721,,
Glasgow,2019,9/11/2019,NC,R16,1,1,VORZHEV_Pavel,KAZ,119.939726,28,2,10.326,69.72690296,6.363,6.084,17.408,5.662,2,-0.279,,
Glasgow,2019,9/11/2019,NC,R16,2,1,DMITRIEV_Denis,RUS,33.65479452,5,1,10.413,69.14433881,23.834,24.215,29.613,2.699,1,0.381,,
Glasgow,2019,9/11/2019,NC,R16,2,1,ZHOU_Yu,CHN,20.85753425,27,2,10.444,68.93910379,6.792,6.634,18.97,6.168,2,-0.158,,
Glasgow,2019,9/11/2019,NC,R16,3,1,LENDEL_Vasilijus,LTU,24.60273973,6,1,11.305,63.68863335,14.494,16.185,23.135,3.475,1,1.691,,
Glasgow,2019,9/11/2019,NC,R16,3,1,DORNBACH_Maximilian,ERD,,26,2,13.731,52.43609351,11.136,10.104,18.588,4.242,2,-1.032,,
Glasgow,2019,9/11/2019,NC,R16,4,1,SAHROM_Muhammad_Shah_Firdaus,SDF,23.96986301,16,1,10.175,70.76167076,10.26,15.846,25.016,4.585,2,5.586,,
Glasgow,2019,9/11/2019,NC,R16,4,1,LEVY_Maximilian,ERD,,17,2,10.179,70.73386384,17.965,15.36,24.246,4.443,1,-2.605,,
Glasgow,2019,9/11/2019,NC,R16,5,1,KENNY_Jason,GBR,,7,1,10.04,71.71314741,20.555,22.378,29.93,3.776,1,1.823,,
Glasgow,2019,9/11/2019,NC,R16,5,1,OBARA_Yuta,JPN,23.70958904,25,2,13.315,54.07435223,15.29,13.83,24.566,5.368,2,-1.46,,
Glasgow,2019,9/11/2019,NC,R16,6,1,BUCHLI_Matthijs,BCC,,10,1,10.396,69.25740669,33.435,33.552,37.564,2.006,1,0.117,,
Glasgow,2019,9/11/2019,NC,R16,6,1,HSIEH_Nien_Hsing,TPE,20.89041096,24,2,10.448,68.91271057,9,8.597,23.379,7.391,2,-0.403,,
Glasgow,2019,9/11/2019,NC,R16,7,1,RICHARDSON_Matthew,AUS,20.57808219,11,1,10.452,68.88633754,9,14.574,28.56,6.993,2,5.574,,
Glasgow,2019,9/11/2019,NC,R16,7,1,QUINTERO_CHAVARRO_Kevin_Santiago,COL,21.04657534,23,2,10.459,68.84023329,10.149,9.413,18.865,4.726,1,-0.736,,
Glasgow,2019,9/11/2019,NC,R16,8,1,TJON_EN_FA_Jair,SUR,26.0739726,8,1,10.404,69.20415225,16.777,23.634,31.024,3.695,2,6.857,,
Glasgow,2019,9/11/2019,NC,R16,8,1,CLARKE_Thomas,AUS,,22,2,10.419,69.10452059,35.054,31.991,38.245,3.127,1,-3.063,,
Glasgow,2019,9/11/2019,NC,R16,9,1,YAKUSHEVSKIY_Pavel,RUS,32.14794521,12,1,10.259,70.18227897,14.342,15.775,24.115,4.17,1,1.433,,
Glasgow,2019,9/11/2019,NC,R16,9,1,CECHMAN_Martin,CZE,,21,2,10.32,69.76744186,4.126,3.517,15.085,5.784,2,-0.609,,
Glasgow,2019,9/11/2019,NC,R16,10,1,PERALTA_GASCON_Juan,ESP,,13,1,10.338,69.64596634,16.378,18.559,25.523,3.482,1,2.181,,
Glasgow,2019,9/11/2019,NC,R16,10,1,OWENS_Ryan,GBR,24.12876712,20,2,10.439,68.97212377,16.05,14.427,22.983,4.278,2,-1.623,,
Glasgow,2019,9/11/2019,NC,R16,11,1,KELEMEN_Pavel,CZE,119.939726,14,1,10.415,69.13106097,18.251,20.607,26.811,3.102,2,2.356,,
Glasgow,2019,9/11/2019,NC,R16,11,1,CALEYRON_Quentin,FRA,,19,2,10.514,68.48012174,22.743,21.922,26.884,2.481,1,-0.821,,
Glasgow,2019,9/11/2019,NC,R16,12,1,LANDERNEAU_Melvin,FRA,22.12876712,15,1,10.177,70.74776457,17.323,18.782,28.536,4.877,1,1.459,,
Glasgow,2019,9/11/2019,NC,R16,12,1,SZALONTAY_Sandor,HUN,,18,2,10.323,69.74716652,9.258,9.065,17.059,3.997,2,-0.193,,
Glasgow,2019,9/11/2019,NC,R8,1,1,LAVREYSEN_Harrie,NED,22.67123288,1,1,9.924,72.55139057,37.902,37.956,41.134,1.589,1,0.054,,
Glasgow,2019,9/11/2019,NC,R8,1,1,LANDERNEAU_Melvin,FRA,22.12876712,15,2,9.948,72.37635706,18.782,18.802,28.122,4.66,2,0.02,,
Glasgow,2019,9/11/2019,NC,R8,2,1,RUDYK_Mateusz,POL,24.32328767,4,1,10.115,71.18141374,31.85,31.98,35.28,1.65,1,0.13,,
Glasgow,2019,9/11/2019,NC,R8,2,1,KELEMEN_Pavel,CZE,119.939726,14,2,10.141,70.99891529,20.607,20.475,26.463,2.994,2,-0.132,,
Glasgow,2019,9/11/2019,NC,R8,3,1,HOOGLAND_Jeffrey,NED,26.66849315,2,1,10.017,71.87780773,35.145,35.189,38.333,1.572,1,0.044,,
Glasgow,2019,9/11/2019,NC,R8,3,1,PERALTA_GASCON_Juan,ESP,,13,2,13.921,51.72042238,18.559,18.541,25.357,3.408,2,-0.018,,
Glasgow,2019,9/11/2019,NC,R8,4,1,FUKAYA_Tomohiro,JPN,119.939726,3,1,10.258,70.18912069,21.697,22.788,29.216,3.214,1,1.091,,
Glasgow,2019,9/11/2019,NC,R8,4,1,YAKUSHEVSKIY_Pavel,RUS,32.14794521,12,2,10.33,69.69990319,15.775,15.232,22.948,3.858,2,-0.543,,
Glasgow,2019,9/11/2019,NC,R8,5,1,TJON_EN_FA_Jair,SUR,26.0739726,8,1,10.169,70.80342217,23.634,25.149,32.061,3.456,1,1.515,,
Glasgow,2019,9/11/2019,NC,R8,5,1,BOTTICHER_Stefan,GER,,9,2,10.183,70.70607876,20.72,20.21,26.672,3.231,2,-0.51,,
Glasgow,2019,9/11/2019,NC,R8,6,1,DMITRIEV_Denis,RUS,33.65479452,5,1,10.358,69.5114887,24.215,24.945,30.207,2.631,1,0.73,,
Glasgow,2019,9/11/2019,NC,R8,6,1,RICHARDSON_Matthew,AUS,20.57808219,11,2,10.358,69.5114887,14.574,13.198,24.574,5.688,2,-1.376,,
Glasgow,2019,9/11/2019,NC,R8,7,1,LENDEL_Vasilijus,LTU,24.60273973,6,1,10.268,70.12076354,16.185,21.179,27.349,3.085,2,4.994,,
Glasgow,2019,9/11/2019,NC,R8,7,1,BUCHLI_Matthijs,BCC,,10,2,10.348,69.57866254,33.552,32.288,36.158,1.935,1,-1.264,,
Glasgow,2019,9/11/2019,NC,R8,8,1,KENNY_Jason,GBR,,7,1,10.235,70.34684905,22.378,23.651,30.799,3.574,1,1.273,,
Glasgow,2019,9/11/2019,NC,R8,8,1,SAHROM_Muhammad_Shah_Firdaus,SDF,23.96986301,16,2,10.247,70.26446765,15.846,15.301,23.735,4.217,2,-0.545,,
Glasgow,2019,9/11/2019,NC,QF,1,1,LAVREYSEN_Harrie,NED,22.67123288,1,1,10.497,68.59102601,37.956,38.036,41.196,1.58,1,0.08,,
Glasgow,2019,9/11/2019,NC,QF,1,1,KENNY_Jason,GBR,,7,2,10.583,68.03363885,23.651,23.582,30.484,3.451,2,-0.069,,
Glasgow,2019,9/11/2019,NC,QF,2,1,RUDYK_Mateusz,POL,24.32328767,4,1,10.072,71.4853058,31.98,32.117,35.387,1.635,1,0.137,,
Glasgow,2019,9/11/2019,NC,QF,2,1,LENDEL_Vasilijus,LTU,24.60273973,6,2,10.096,71.31537242,21.179,21.028,26.974,2.973,2,-0.151,,
Glasgow,2019,9/11/2019,NC,QF,3,1,HOOGLAND_Jeffrey,NED,26.66849315,2,1,9.838,73.18560683,35.189,35.308,38.426,1.559,1,0.119,,
Glasgow,2019,9/11/2019,NC,QF,3,1,DMITRIEV_Denis,RUS,33.65479452,5,2,12.489,57.65073264,24.945,24.824,29.948,2.562,2,-0.121,,
Glasgow,2019,9/11/2019,NC,QF,4,1,FUKAYA_Tomohiro,JPN,119.939726,3,1,10.114,71.18845165,22.788,24.761,30.753,2.996,2,1.973,,
Glasgow,2019,9/11/2019,NC,QF,4,1,TJON_EN_FA_Jair,SUR,26.0739726,8,2,10.42,69.09788868,25.149,23.918,30.284,3.183,1,-1.231,,
Glasgow,2019,9/11/2019,NC,QF,1,2,LAVREYSEN_Harrie,NED,22.67123288,1,1,10.077,71.44983626,38.036,38.108,41.252,1.572,1,0.072,,
Glasgow,2019,9/11/2019,NC,QF,1,2,KENNY_Jason,GBR,,7,2,10.22,70.45009785,23.582,23.525,30.217,3.346,2,-0.057,,
Glasgow,2019,9/11/2019,NC,QF,2,2,RUDYK_Mateusz,POL,24.32328767,4,1,10.16,70.86614173,32.117,32.241,35.483,1.621,1,0.124,,
Glasgow,2019,9/11/2019,NC,QF,2,2,LENDEL_Vasilijus,LTU,24.60273973,6,2,10.313,69.81479686,21.028,20.903,26.659,2.878,2,-0.125,,
Glasgow,2019,9/11/2019,NC,QF,3,2,HOOGLAND_Jeffrey,NED,26.66849315,2,1,10.089,71.36485281,35.308,35.416,38.51,1.547,1,0.108,,
Glasgow,2019,9/11/2019,NC,QF,3,2,DMITRIEV_Denis,RUS,33.65479452,5,2,10.103,71.26596061,24.824,24.719,29.721,2.501,2,-0.105,,
Glasgow,2019,9/11/2019,NC,QF,4,2,FUKAYA_Tomohiro,JPN,119.939726,3,1,10.005,71.96401799,24.761,26.097,31.759,2.831,1,1.336,,
Glasgow,2019,9/11/2019,NC,QF,4,2,TJON_EN_FA_Jair,SUR,26.0739726,8,2,10.567,68.13665184,23.918,23.179,29.149,2.985,2,-0.739,,
Glasgow,2019,9/11/2019,NC,SF,1,1,LAVREYSEN_Harrie,NED,22.67123288,1,1,9.995,72.03601801,38.108,38.198,41.322,1.562,1,0.09,,
Glasgow,2019,9/11/2019,NC,SF,1,1,FUKAYA_Tomohiro,JPN,119.939726,3,2,10.268,70.12076354,26.097,26.013,31.533,2.76,2,-0.084,,
Glasgow,2019,9/11/2019,NC,SF,2,1,HOOGLAND_Jeffrey,NED,26.66849315,2,1,9.856,73.05194805,35.416,35.686,38.732,1.523,1,0.27,,
Glasgow,2019,9/11/2019,NC,SF,2,1,RUDYK_Mateusz,POL,24.32328767,4,2,10.061,71.56346288,32.241,32.054,35.24,1.593,2,-0.187,,
Glasgow,2019,9/11/2019,NC,SF,1,2,LAVREYSEN_Harrie,NED,22.67123288,1,1,9.97,72.21664995,38.198,38.28,41.386,1.553,1,0.082,,
Glasgow,2019,9/11/2019,NC,SF,1,2,FUKAYA_Tomohiro,JPN,119.939726,3,2,9.995,72.03601801,26.013,25.937,31.333,2.698,2,-0.076,,
Glasgow,2019,9/11/2019,NC,SF,2,2,HOOGLAND_Jeffrey,NED,26.66849315,2,1,10.055,71.60616609,35.686,35.93,38.932,1.501,1,0.244,,
Glasgow,2019,9/11/2019,NC,SF,2,2,RUDYK_Mateusz,POL,24.32328767,4,2,11.224,64.14825374,32.054,31.885,35.021,1.568,2,-0.169,,
Glasgow,2019,9/11/2019,NC,F,G,1,LAVREYSEN_Harrie,NED,22.67123288,1,1,9.917,72.60260159,38.28,38.574,41.63,1.528,1,0.294,,
Glasgow,2019,9/11/2019,NC,F,G,1,HOOGLAND_Jeffrey,NED,26.66849315,2,2,10.075,71.46401985,35.93,35.748,38.704,1.478,2,-0.182,,
Glasgow,2019,9/11/2019,NC,F,B,1,FUKAYA_Tomohiro,JPN,119.939726,3,1,10.145,70.97092164,25.937,27.661,32.713,2.526,2,1.724,,
Glasgow,2019,9/11/2019,NC,F,B,1,RUDYK_Mateusz,POL,24.32328767,4,2,10.148,70.94994088,31.885,31.48,34.554,1.537,1,-0.405,,
Glasgow,2019,9/11/2019,NC,F,G,2,LAVREYSEN_Harrie,NED,22.67123288,1,1,9.906,72.68322229,38.574,38.84,41.85,1.505,1,0.266,,
Glasgow,2019,9/11/2019,NC,F,G,2,HOOGLAND_Jeffrey,NED,26.66849315,2,2,9.952,72.34726688,35.748,35.584,38.498,1.457,2,-0.164,,
Glasgow,2019,9/11/2019,NC,F,B,2,FUKAYA_Tomohiro,JPN,119.939726,3,1,10.141,70.99891529,27.661,28.96,33.742,2.391,2,1.299,,
Glasgow,2019,9/11/2019,NC,F,B,2,RUDYK_Mateusz,POL,24.32328767,4,2,10.33,69.69990319,31.48,31.154,34.172,1.509,1,-0.326,,
Hong_Kong,2019,1/12/2019,NC,R16,1,1,PAUL_Nicholas,TTO,21.20273973,9,1,10.671,67.47258926,24.673,25.165,30.561,2.698,1,0.492,,
Hong_Kong,2019,1/12/2019,NC,R16,1,1,SAUNDERS_Callum,NZL,120,28,2,10.756,66.93938267,9,7.763,21.375,6.806,2,-1.237,,
Hong_Kong,2019,1/12/2019,NC,R16,2,1,KENNY_Jason,GBR,,10,1,10.494,68.61063465,23.525,24.037,30.575,3.269,1,0.512,,
Hong_Kong,2019,1/12/2019,NC,R16,2,1,WAMMES_Nick,PTM,20.1260274,27,2,10.506,68.53226728,6.507,6.419,18.825,6.203,2,-0.088,,
Hong_Kong,2019,1/12/2019,NC,R16,3,1,NITTA_Yudai,JPN,120,5,1,10.378,69.37752939,12.167,15.084,24.378,4.647,1,2.917,,
Hong_Kong,2019,1/12/2019,NC,R16,3,1,D'ALMEIDA_Michael,FRA,,26,2,10.514,68.48012174,9,5.672,18.836,6.582,2,-3.328,,
Hong_Kong,2019,1/12/2019,NC,R16,4,1,TJON_EN_FA_Jair,SUR,26.13424658,6,1,10.486,68.66297921,23.179,23.392,29.286,2.947,1,0.213,,
Hong_Kong,2019,1/12/2019,NC,R16,4,1,CECHMAN_Martin,CZE,,25,2,10.598,67.93734667,3.517,3.575,14.571,5.498,2,0.058,,
Hong_Kong,2019,1/12/2019,NC,R16,5,1,BUCHLI_Matthijs,BCC,,11,1,10.349,69.57193932,32.288,32.31,36.174,1.932,1,0.022,,
Hong_Kong,2019,1/12/2019,NC,R16,5,1,DORNBACH_Maximilian,ERD,,24,2,10.437,68.98534062,10.104,10.125,18.509,4.192,2,0.021,,
Hong_Kong,2019,1/12/2019,NC,R16,6,1,BOTTICHER_Stefan,GER,,12,1,10.342,69.6190292,20.21,20.831,27.089,3.129,1,0.621,,
Hong_Kong,2019,1/12/2019,NC,R16,6,1,MORENO_SANCHEZ_Jose,ESP,26.05205479,23,2,10.809,66.61115737,9.434,9.193,17.745,4.276,2,-0.241,,
Hong_Kong,2019,1/12/2019,NC,R16,7,1,BAUGE_Gregory,FRA,,7,1,10.354,69.53834267,12.281,15.142,26.12,5.489,1,2.861,,
Hong_Kong,2019,1/12/2019,NC,R16,7,1,LAW_Tsz_Chun,HKG,,22,2,10.458,68.84681583,5.584,4.799,16.593,5.897,2,-0.785,,
Hong_Kong,2019,1/12/2019,NC,R16,8,1,KAWABATA_Tomoyuki,JPC,,8,1,10.255,70.20965383,5.915,15.43,25.722,5.146,2,9.515,,
Hong_Kong,2019,1/12/2019,NC,R16,8,1,KELEMEN_Pavel,CZE,120,21,2,10.345,69.59884002,20.475,19.355,25.099,2.872,1,-1.12,,
Hong_Kong,2019,1/12/2019,NC,R16,9,1,AWANG_Mohd_Azizulhasni,MAS,120,13,1,10.225,70.41564792,12.412,16.354,27.748,5.697,1,3.942,,
Hong_Kong,2019,1/12/2019,NC,R16,9,1,MELLEN_James,USA,,20,2,10.321,69.7606821,9,6.34,20.142,6.901,2,-2.66,,
Hong_Kong,2019,1/12/2019,NC,R16,10,1,LENDEL_Vasilijus,LTU,24.6630137,14,1,10.452,68.88633754,20.903,21.917,27.417,2.75,1,1.014,,
Hong_Kong,2019,1/12/2019,NC,R16,10,1,BARRETTE_Hugo,CAN,28.43013699,19,2,12.04,59.80066445,17.293,16.613,23.345,3.366,2,-0.68,,
Hong_Kong,2019,1/12/2019,NC,R16,11,1,SZALONTAY_Sandor,HUN,,15,1,10.323,69.74716652,9.065,11.534,19.054,3.76,1,2.469,,
Hong_Kong,2019,1/12/2019,NC,R16,11,1,HSIEH_Nien_Hsing,TPE,20.95068493,18,2,10.463,68.8139157,8.597,5.054,16.558,5.752,2,-3.543,,
Hong_Kong,2019,1/12/2019,NC,R16,12,1,LEVY_Maximilian,ERD,,16,1,10.26,70.1754386,15.36,18.621,26.549,3.964,2,3.261,,
Hong_Kong,2019,1/12/2019,NC,R16,12,1,PERALTA_GASCON_Juan,ESP,,17,2,10.332,69.68641115,18.541,17.605,24.001,3.198,1,-0.936,,
Hong_Kong,2019,1/12/2019,NC,R8,1,1,HOOGLAND_Jeffrey,NED,26.72876712,2,1,9.961,72.28189941,35.584,35.63,38.536,1.453,1,0.046,,
Hong_Kong,2019,1/12/2019,NC,R8,1,1,LEVY_Maximilian,ERD,,16,2,10.111,71.20957373,18.621,18.6,26.27,3.835,2,-0.021,,
Hong_Kong,2019,1/12/2019,NC,R8,2,1,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.243,70.29190667,38.84,38.837,41.851,1.507,1,-0.003,,
Hong_Kong,2019,1/12/2019,NC,R8,2,1,SZALONTAY_Sandor,HUN,,15,2,10.361,69.49136184,11.534,11.537,19.047,3.755,2,0.003,,
Hong_Kong,2019,1/12/2019,NC,R8,3,1,RUDYK_Mateusz,POL,24.38356164,4,1,11.22,64.17112299,31.154,31.291,34.283,1.496,1,0.137,,
Hong_Kong,2019,1/12/2019,NC,R8,3,1,LENDEL_Vasilijus,LTU,24.6630137,14,2,REL,,21.917,21.736,27.048,2.656,2,-0.181,,
Hong_Kong,2019,1/12/2019,NC,R8,4,1,FUKAYA_Tomohiro,JPN,120,3,1,9.939,72.44189556,28.96,29.351,34.045,2.347,1,0.391,,
Hong_Kong,2019,1/12/2019,NC,R8,4,1,AWANG_Mohd_Azizulhasni,MAS,120,13,2,10.855,66.3288807,16.354,15.932,26.03,5.049,2,-0.422,,
Hong_Kong,2019,1/12/2019,NC,R8,5,1,KAWABATA_Tomoyuki,JPC,,8,1,10.124,71.11813512,15.43,21.135,29.789,4.327,2,5.705,,
Hong_Kong,2019,1/12/2019,NC,R8,5,1,PAUL_Nicholas,TTO,21.20273973,9,2,10.257,70.19596373,25.165,24.266,29.442,2.588,1,-0.899,,
Hong_Kong,2019,1/12/2019,NC,R8,6,1,BAUGE_Gregory,FRA,,7,1,10.042,71.69886477,15.142,21.127,30.327,4.6,2,5.985,,
Hong_Kong,2019,1/12/2019,NC,R8,6,1,KENNY_Jason,GBR,,10,2,10.219,70.45699188,24.037,22.898,29.082,3.092,1,-1.139,,
Hong_Kong,2019,1/12/2019,NC,R8,7,1,NITTA_Yudai,JPN,120,5,1,10.208,70.53291536,15.084,19.134,27.264,4.065,2,4.05,,
Hong_Kong,2019,1/12/2019,NC,R8,7,1,BOTTICHER_Stefan,GER,,12,2,10.234,70.35372288,20.831,19.862,25.78,2.959,1,-0.969,,
Hong_Kong,2019,1/12/2019,NC,R8,8,1,TJON_EN_FA_Jair,SUR,26.13424658,6,1,10.236,70.33997655,23.392,25.894,31.33,2.718,2,2.502,,
Hong_Kong,2019,1/12/2019,NC,R8,8,1,BUCHLI_Matthijs,BCC,,11,2,10.265,70.1412567,32.31,31.555,35.295,1.87,1,-0.755,,
Hong_Kong,2019,1/12/2019,NC,QF,1,1,HOOGLAND_Jeffrey,NED,26.72876712,2,1,10.149,70.94295004,35.63,35.747,38.631,1.442,1,0.117,,
Hong_Kong,2019,1/12/2019,NC,QF,1,1,TJON_EN_FA_Jair,SUR,26.13424658,6,2,10.235,70.34684905,25.894,25.735,30.999,2.632,2,-0.159,,
Hong_Kong,2019,1/12/2019,NC,QF,2,1,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.107,71.23775601,38.837,38.862,41.872,1.505,1,0.025,,
Hong_Kong,2019,1/12/2019,NC,QF,2,1,NITTA_Yudai,JPN,120,5,2,10.144,70.97791798,19.134,19.147,27.109,3.981,2,0.013,,
Hong_Kong,2019,1/12/2019,NC,QF,3,1,RUDYK_Mateusz,POL,24.38356164,4,1,10.115,71.18141374,31.291,31.479,34.445,1.483,1,0.188,,
Hong_Kong,2019,1/12/2019,NC,QF,3,1,BAUGE_Gregory,FRA,,7,2,10.126,71.10408849,21.127,20.542,28.8,4.129,2,-0.585,,
Hong_Kong,2019,1/12/2019,NC,QF,4,1,FUKAYA_Tomohiro,JPN,120,3,1,10.121,71.13921549,29.351,29.846,34.426,2.29,1,0.495,,
Hong_Kong,2019,1/12/2019,NC,QF,4,1,KAWABATA_Tomoyuki,JPC,,8,2,11.049,65.16426826,21.135,20.594,28.494,3.95,2,-0.541,,
Hong_Kong,2019,1/12/2019,NC,QF,1,2,HOOGLAND_Jeffrey,NED,26.72876712,2,1,10.151,70.92897252,35.747,35.853,38.717,1.432,1,0.106,,
Hong_Kong,2019,1/12/2019,NC,QF,1,2,TJON_EN_FA_Jair,SUR,26.13424658,6,2,12.762,56.41748942,25.735,25.597,30.713,2.558,2,-0.138,,
Hong_Kong,2019,1/12/2019,NC,QF,2,2,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.298,69.91648864,38.862,38.886,41.892,1.503,1,0.024,,
Hong_Kong,2019,1/12/2019,NC,QF,2,2,NITTA_Yudai,JPN,120,5,2,10.498,68.58449228,19.147,19.16,26.97,3.905,2,0.013,,
Hong_Kong,2019,1/12/2019,NC,QF,3,2,RUDYK_Mateusz,POL,24.38356164,4,1,10.556,68.20765441,31.479,31.631,34.573,1.471,1,0.152,,
Hong_Kong,2019,1/12/2019,NC,QF,3,2,BAUGE_Gregory,FRA,,7,2,11.088,64.93506494,20.542,20.183,27.809,3.813,2,-0.359,,
Hong_Kong,2019,1/12/2019,NC,QF,4,2,FUKAYA_Tomohiro,JPN,120,3,1,10.231,70.37435246,29.846,30.235,34.717,2.241,1,0.389,,
Hong_Kong,2019,1/12/2019,NC,QF,4,2,KAWABATA_Tomoyuki,JPC,,8,2,10.262,70.16176184,20.594,20.254,27.628,3.687,2,-0.34,,
Hong_Kong,2019,1/12/2019,NC,SF,1,1,HOOGLAND_Jeffrey,NED,26.72876712,2,1,9.898,72.74196807,35.853,36.046,38.878,1.416,1,0.193,,
Hong_Kong,2019,1/12/2019,NC,SF,1,1,FUKAYA_Tomohiro,JPN,120,3,2,10.003,71.97840648,30.235,29.979,34.323,2.172,2,-0.256,,
Hong_Kong,2019,1/12/2019,NC,SF,2,1,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.114,71.18845165,38.886,39.009,41.989,1.49,1,0.123,,
Hong_Kong,2019,1/12/2019,NC,SF,2,1,RUDYK_Mateusz,POL,24.38356164,4,2,10.204,70.56056448,31.631,31.562,34.48,1.459,2,-0.069,,
Hong_Kong,2019,1/12/2019,NC,SF,1,2,HOOGLAND_Jeffrey,NED,26.72876712,2,1,10.258,70.18912069,36.046,36.219,39.023,1.402,1,0.173,,
Hong_Kong,2019,1/12/2019,NC,SF,1,2,FUKAYA_Tomohiro,JPN,120,3,2,10.519,68.44757106,29.979,29.759,33.983,2.112,2,-0.22,,
Hong_Kong,2019,1/12/2019,NC,SF,2,2,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.234,70.35372288,39.009,39.125,42.081,1.478,1,0.116,,
Hong_Kong,2019,1/12/2019,NC,SF,2,2,RUDYK_Mateusz,POL,24.38356164,4,2,10.32,69.76744186,31.562,31.496,34.392,1.448,2,-0.066,,
Hong_Kong,2019,1/12/2019,NC,F,G,1,LAVREYSEN_Harrie,NED,22.73150685,1,1,9.926,72.53677211,39.125,39.37,42.284,1.457,1,0.245,,
Hong_Kong,2019,1/12/2019,NC,F,G,1,HOOGLAND_Jeffrey,NED,26.72876712,2,2,9.939,72.44189556,36.219,36.07,38.84,1.385,2,-0.149,,
Hong_Kong,2019,1/12/2019,NC,F,B,1,FUKAYA_Tomohiro,JPN,120,3,1,10.144,70.97791798,29.759,30.549,34.619,2.035,2,0.79,,
Hong_Kong,2019,1/12/2019,NC,F,B,1,RUDYK_Mateusz,POL,24.38356164,4,2,10.147,70.95693308,31.496,31.242,34.092,1.425,1,-0.254,,
Hong_Kong,2019,1/12/2019,NC,F,G,2,LAVREYSEN_Harrie,NED,22.73150685,1,1,10.156,70.89405278,39.37,39.594,42.47,1.438,1,0.224,,
Hong_Kong,2019,1/12/2019,NC,F,G,2,HOOGLAND_Jeffrey,NED,26.72876712,2,2,10.273,70.08663487,36.07,35.934,38.672,1.369,2,-0.136,,
Hong_Kong,2019,1/12/2019,NC,F,B,2,FUKAYA_Tomohiro,JPN,120,3,1,9.948,72.37635706,30.549,31.212,35.15,1.969,2,0.663,,
Hong_Kong,2019,1/12/2019,NC,F,B,2,RUDYK_Mateusz,POL,24.38356164,4,2,10.043,71.69172558,31.242,31.023,33.831,1.404,1,-0.219,,
Cambridge,2019,8/12/2019,NC,R16,1,1,SZALONTAY_Sandor,HUN,,5,1,10.451,68.89292891,11.537,13.102,20.2,3.549,1,1.565,,
Cambridge,2019,8/12/2019,NC,R16,1,1,VORZHEV_Pavel,KAZ,120.0191781,28,2,10.527,68.39555429,6.084,4.936,14.786,4.925,2,-1.148,,
Cambridge,2019,8/12/2019,NC,R16,2,1,WEBSTER_Sam,NZL,28.41643836,6,1,10.072,71.4853058,23.973,24.46,30.592,3.066,1,0.487,,
Cambridge,2019,8/12/2019,NC,R16,2,1,WAKIMOTO_Yuta,BGT,120.0191781,27,2,10.133,71.05496891,7.621,7.476,19.578,6.051,2,-0.145,,
Cambridge,2019,8/12/2019,NC,R16,3,1,AWANG_Mohd_Azizulhasni,MAS,120.0191781,7,1,10.497,68.59102601,15.932,17.866,27.31,4.722,1,1.934,,
Cambridge,2019,8/12/2019,NC,R16,3,1,CHUGAY_Andrey,KAZ,19.90410959,26,2,10.52,68.44106464,6.926,6.246,18.03,5.892,2,-0.68,,
Cambridge,2019,8/12/2019,NC,R16,4,1,TJON_EN_FA_Jair,SUR,26.15342466,9,1,10.927,65.89182758,25.597,25.755,30.815,2.53,1,0.158,,
Cambridge,2019,8/12/2019,NC,R16,4,1,MORENO_SANCHEZ_Jose,ESP,26.07123288,25,2,10.929,65.87976942,9.193,9.179,17.459,4.14,2,-0.014,,
Cambridge,2019,8/12/2019,NC,R16,5,1,PAUL_Nicholas,TTO,21.22191781,8,1,10.433,69.01178951,24.266,24.447,29.567,2.56,1,0.181,,
Cambridge,2019,8/12/2019,NC,R16,5,1,HSIEH_Nien_Hsing,TPE,20.96986301,24,2,10.457,68.85339964,5.054,5.1,15.94,5.42,2,0.046,,
Cambridge,2019,8/12/2019,NC,R16,6,1,YAKUSHEVSKIY_Pavel,RUS,32.22739726,10,1,10.623,67.77746399,15.232,16.543,23.889,3.673,1,1.311,,
Cambridge,2019,8/12/2019,NC,R16,6,1,ZHOU_Yu,CHN,20.9369863,23,2,10.707,67.24572709,6.634,5.816,16.566,5.375,2,-0.818,,
Cambridge,2019,8/12/2019,NC,R16,7,1,MITCHELL_Ethan,NZL,120.0191781,11,1,10.213,70.49838441,23.777,24.423,29.177,2.377,1,0.646,,
Cambridge,2019,8/12/2019,NC,R16,7,1,KELEMEN_Pavel,CZE,120.0191781,22,2,10.287,69.99125109,19.355,18.962,24.442,2.74,2,-0.393,,
Cambridge,2019,8/12/2019,NC,R16,8,1,GLAETZER_Matthew,AUS,27.30684932,12,1,10.278,70.0525394,33.189,33.497,36.829,1.666,1,0.308,,
Cambridge,2019,8/12/2019,NC,R16,8,1,HELAL_Rayan,FRA,20.89315068,21,2,10.278,70.0525394,28.065,27.67,32.83,2.58,2,-0.395,,
