Event,Date,Round,Heat,Start time,Name,Draw,Finish,Video
2023 Glasgow WCH,9/08/2023,SF,1,1869.207154,LAVREYSEN Harrie,CARLIN Jack,LAVREYSEN Harrie,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1869.307154,AWANG Mohd Azizulhasni,CORNISH Thomas,AWANG Mohd Azizulhasni,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1869.367154,CORNISH Thomas,AWANG Mohd Azizulhasni,OTA Kaiya,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1869.447154,OTA Kaiya,OTA Kaiya,CORNISH Thomas,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1876.847154,CARLIN Jack,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1876.867154,OTA Kaiya,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1876.887154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1876.987154,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1877.067154,LAVREYSEN Harrie,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1877.187154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1883.427154,OTA Kaiya,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1883.587154,CARLIN Jack,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1883.707154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1883.867154,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1884.027154,LAVREYSEN Harrie,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1884.127154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1889.847154,OTA Kaiya,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1890.007154,CARLIN Jack,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1890.167154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1890.227154,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1890.267154,LAVREYSEN Harrie,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1890.407154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.027154,OTA Kaiya,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.167154,CARLIN Jack,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.307154,QUINTERO CHAVARRO Kevin Santiago,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.327154,LAVREYSEN Harrie,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.347154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1896.467154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.267154,OTA Kaiya,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.307154,CARLIN Jack,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.347154,QUINTERO CHAVARRO Kevin Santiago,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.427154,LAVREYSEN Harrie,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.447154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1902.547154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.667154,CARLIN Jack,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.687154,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.767154,AWANG Mohd Azizulhasni,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.767154,LAVREYSEN Harrie,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.787154,OTA Kaiya,,,vhttps://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,1,1908.907154,CORNISH Thomas,,,https://youtu.be/XAuesZfGETs
2023 Glasgow WCH,9/08/2023,SF,2,1995.882154,GLAETZER Matthew,GLAETZER Matthew,RICHARDSON Matthew,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,1995.922154,RICHARDSON Matthew,YAKOVLEV Mikhail,NAKANO Shinji,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,1996.062154,YAKOVLEV Mikhail,NAKANO Shinji,HOOGLAND Jeffrey,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,1996.082154,TURNBULL Hamish,TURNBULL Hamish,GLAETZER Matthew,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,1996.222154,HOOGLAND Jeffrey,HOOGLAND Jeffrey,YAKOVLEV Mikhail,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,1996.262154,NAKANO Shinji,RICHARDSON Matthew,TURNBULL Hamish,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2003.582154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2003.702154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2003.722154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2003.822154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2003.902154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2004.082154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.482154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.622154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.762154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.842154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.862154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2010.862154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.162154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.182154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.182154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.242154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.282154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2017.442154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.322154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.362154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.402154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.602154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.622154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2023.742154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.502154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.582154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.642154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.742154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.822154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2029.862154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2035.802154,RICHARDSON Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2035.902154,NAKANO Shinji,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2035.962154,HOOGLAND Jeffrey,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2036.022154,GLAETZER Matthew,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2036.122154,YAKOVLEV Mikhail,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,SF,2,2036.322154,TURNBULL Hamish,,,https://youtu.be/9qCIefx_304
2023 Glasgow WCH,9/08/2023,F,1,80.84833333,GLAETZER Matthew,GLAETZER Matthew,GLAETZER Matthew,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,81.04833333,YAKOVLEV Mikhail,YAKOVLEV Mikhail,OTA Kaiya,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,81.32833333,OTA Kaiya,OTA Kaiya,AWANG Mohd Azizulhasni,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,81.40833333,CORNISH Thomas,TURNBULL Hamish,CORNISH Thomas,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,81.42833333,TURNBULL Hamish,AWANG Mohd Azizulhasni,YAKOVLEV Mikhail,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,81.60833333,AWANG Mohd Azizulhasni,CORNISH Thomas,TURNBULL Hamish,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,88.48833333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,88.60833333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,88.76833333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,88.88833333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,89.02833333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,89.12833333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.40833333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.54833333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.62833333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.70833333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.76833333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,95.80833333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.0883333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.1683333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.1883333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.2883333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.3283333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,102.4483333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.2483333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.3683333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.4683333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.5283333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.6283333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,108.7483333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.4083333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.5283333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.6683333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.8283333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.8683333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,114.9683333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,120.6883333,GLAETZER Matthew,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,120.7283333,OTA Kaiya,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,120.7883333,AWANG Mohd Azizulhasni,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,121.0683333,CORNISH Thomas,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,121.1083333,YAKOVLEV Mikhail,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,1,121.2483333,TURNBULL Hamish,,,https://youtu.be/zARosBJ8cFc
2023 Glasgow WCH,9/08/2023,F,2,215.23,CARLIN Jack,HOOGLAND Jeffrey,QUINTERO CHAVARRO Kevin Santiago,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,215.23,RICHARDSON Matthew,NAKANO Shinji,RICHARDSON Matthew,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,215.35,HOOGLAND Jeffrey,QUINTERO CHAVARRO Kevin Santiago,NAKANO Shinji,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,215.49,NAKANO Shinji,LAVREYSEN Harrie,LAVREYSEN Harrie,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,215.65,QUINTERO CHAVARRO Kevin Santiago,RICHARDSON Matthew,CARLIN Jack,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,215.91,LAVREYSEN Harrie,CARLIN Jack,HOOGLAND Jeffrey,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,222.99,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,223.05,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,223.09,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,223.17,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,223.27,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,223.41,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.37,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.49,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.57,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.61,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.77,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,229.95,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.43,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.57,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.65,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.69,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.77,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,235.85,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.67,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.77,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.79,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.81,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.89,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,241.95,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,247.85,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,247.91,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,247.97,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,248.07,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,248.09,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,248.11,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,253.99,QUINTERO CHAVARRO Kevin Santiago,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,254.23,RICHARDSON Matthew,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,254.29,NAKANO Shinji,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,254.29,LAVREYSEN Harrie,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,254.39,CARLIN Jack,,,https://youtu.be/wwWYfL4OvE4
2023 Glasgow WCH,9/08/2023,F,2,254.55,HOOGLAND Jeffrey,,,https://youtu.be/wwWYfL4OvE4
2024 Paris Oly,10/08/2024,R1,1,160.5483447,GLAETZER Matthew,GLAETZER Matthew,GLAETZER Matthew,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,160.7283447,HELAL Ryan,HELAL Ryan,HOOGLAND Jeffrey,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,160.7483447,HOOGLAND Jeffrey,OTA Kaiya,OTA Kaiya,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,160.8883447,TJON EN FA Jair,TJON EN FA Jair,TJON EN FA Jair,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,160.9683447,OTA Kaiya,HOOGLAND Jeffrey,HELAL Ryan,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,168.5683447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,168.6083447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,168.7483447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,168.9483447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,169.1483447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,175.1483447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,175.2883447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,175.4083447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,175.5483447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,175.5683447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,181.5483447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,181.6483447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,181.7683447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,181.8483447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,181.9683447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,187.7283447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,187.7483447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,187.8283447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,187.9683447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,188.0483447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,193.8083447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,193.8683447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,193.9883447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,194.0083447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,194.0683447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,199.9883447,GLAETZER Matthew,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,200.0283447,HOOGLAND Jeffrey,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,200.0483447,OTA Kaiya,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,200.2483447,TJON EN FA Jair,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,1,200.4683447,HELAL Ryan,,,https://youtu.be/ann0GqzkVJM
2024 Paris Oly,10/08/2024,R1,2,278.7772903,CHUGAY Andrey,CHUGAY Andrey,LAVREYSEN Harrie,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,279.1172903,CARLIN Jack,CARLIN Jack,CARLIN Jack,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,279.3372903,DOERNBACH Maximilian,DOERNBACH Maximilian,VIGIER Sebastien,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,279.6172903,VIGIER Sebastien,LAVREYSEN Harrie,ZHOU Yu,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,279.6572903,LAVREYSEN Harrie,ZHOU Yu,CHUGAY Andrey,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,279.8772903,ZHOU Yu,VIGIER Sebastien,DOERNBACH Maximilian,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,286.5372903,CHUGAY Andrey,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,286.5972903,CARLIN Jack,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,286.6372903,DOERNBACH Maximilian,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,286.7572903,VIGIER Sebastien,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,286.9372903,LAVREYSEN Harrie,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,287.1372903,ZHOU Yu,,,https://youtu.be/VDVQQsLP5l4
2024 Paris Oly,10/08/2024,R1,2,293.2372903,DOERNBACH Maximilian,,,https://youtu.be/VDVQQsLP5l4
